CO_{2}	CO_{2}	CO_{2}	CO_{2}	CO_{2}	CO_{2}	CO_{2}	CO_{2}			BH_{3}	BH_{3}	BH_{3}	BH_{3}	BH_{3}	BH_{3}	BH_{3}	BH_{3}			AlH_{3}	AlH_{3}	AlH_{3}	AlH_{3}	AlH_{3}	AlH_{3}	AlH_{3}	AlH_{3}			NMe_{3}	NMe_{3}	NMe_{3}	NMe_{3}	NMe_{3}	NMe_{3}	NMe_{3}	NMe_{3}			PMe_{3}	PMe_{3}	PMe_{3}	PMe_{3}	PMe_{3}	PMe_{3}	PMe_{3}	PMe_{3}			NCB	NCB	NCB	NCB	NCB	NCB	NCB	NCB			NCAl	NCAl	NCAl	NCAl	NCAl	NCAl	NCAl	NCAl			PCB	PCB	PCB	PCB	PCB	PCB	PCB	PCB			PCAl	PCAl	PCAl	PCAl	PCAl	PCAl	PCAl	PCAl
BH	OCO	Frag BH3	Frag CO2	Pauli	Elstat	Steric	OI			BH	OCO	Frag BH3	Frag CO2	Pauli	Elstat	Steric	OI			BH	OCO	Frag BH3	Frag CO2	Pauli	Elstat	Steric	OI			BH	OCO	Frag BH3	Frag CO2	Pauli	Elstat	Steric	OI			BH	OCO	Frag BH3	Frag CO2	Pauli	Elstat	Steric	OI			BH	OCO	Frag BH3	Frag CO2	Pauli	Elstat	Steric	OI			BH	OCO	Frag BH3	Frag CO2	Pauli	Elstat	Steric	OI			BH	OCO	Frag BH3	Frag CO2	Pauli	Elstat	Steric	OI			BH	OCO	Frag BH3	Frag CO2	Pauli	Elstat	Steric	OI
																																																		2.534	115.139	96.275	62.600	725.527	-299.406	426.120	-627.186			2.502	113.669	94.423	61.986	728.709	-302.907	425.803	-624.867													2.501	113.304	94.496	54.432	745.241	-295.727	449.514	-641.867
																																																		2.534	115.189	96.273	62.385	724.739	-299.241	425.498	-626.374			2.502	113.647	94.446	62.087	728.976	-303.152	425.824	-625.059													2.501	113.294	94.507	54.361	744.967	-295.650	449.317	-641.647
																																																		2.534	115.189	96.268	62.330	724.859	-299.196	425.662	-626.506			2.503	113.683	94.466	62.019	727.944	-302.862	425.082	-624.303													2.502	113.273	94.499	54.411	744.791	-295.574	449.218	-641.598
																																																		2.533	115.161	96.287	62.366	724.477	-299.041	425.436	-626.352			2.504	113.743	94.554	61.886	727.369	-302.419	424.95	-624.089													2.503	113.250	94.488	54.434	744.509	-295.454	449.055	-641.460
																																																		2.533	115.111	96.298	62.412	724.649	-299.067	425.582	-626.565			2.505	113.803	94.592	61.936	728.04	-302.747	425.293	-624.546													2.504	113.206	94.519	54.553	744.296	-295.342	448.955	-641.521
																																																		2.534	115.062	96.309	62.526	724.700	-299.075	425.626	-626.719			2.505	113.718	94.638	62.215	728.516	-303.058	425.457	-625.093													2.505	113.157	94.550	54.518	743.901	-295.206	448.696	-641.279
																																																		2.534	115.062	96.330	62.412	725.474	-299.321	426.153	-627.188			2.506	113.729	94.642	62.179	728.418	-303.064	425.354	-625.017													2.505	113.136	94.555	54.494	744.189	-295.330	448.860	-641.441
																																																		2.535	115.019	96.334	62.491	725.395	-299.339	426.056	-627.182			2.506	113.743	94.663	62.183	728.6	-303.17	425.43	-625.171													2.506	113.114	94.549	54.560	745.056	-295.655	449.401	-642.065
																																																		2.536	114.983	96.329	62.524	725.159	-299.279	425.880	-627.041			2.507	113.703	94.692	62.294	728.402	-303.033	425.369	-625.288													2.506	113.160	94.558	54.082	742.866	-294.937	447.929	-640.121
																																																		2.536	114.999	96.327	62.608	724.666	-299.047	425.619	-626.809			2.506	113.859	94.672	62.057	729.479	-303.692	425.788	-625.445													2.506	113.125	94.564	54.382	744.400	-295.431	448.969	-641.489
																																																		2.536	115.038	96.326	62.560	724.135	-298.910	425.225	-626.346			2.507	113.837	94.699	62.126	729.216	-303.531	425.684	-625.514													2.505	113.102	94.517	54.556	744.260	-295.308	448.952	-641.619
																																																		2.536	115.050	96.351	62.617	724.661	-299.103	425.558	-626.754			2.506	113.910	94.710	61.980	728.891	-303.328	425.563	-625.272													2.505	113.131	94.575	54.498	744.381	-295.405	448.976	-641.642
																																																		2.536	115.078	96.301	62.625	724.848	-299.135	425.713	-626.877			2.506	113.888	94.733	62.092	729.035	-303.441	425.594	-625.476													2.505	113.102	94.543	54.566	744.705	-295.461	449.243	-641.979
																																																												2.507	113.880	94.771	62.175	729.266	-303.583	425.683	-625.728													2.505	113.121	94.529	54.527	744.563	-295.410	449.153	-641.842
																																																												2.508	113.923	94.778	62.030	728.474	-303.276	425.199	-625.147													2.507	113.027	94.524	54.447	743.670	-295.108	448.562	-641.159
																																																												2.508	113.934	94.860	62.052	728.496	-303.464	425.032	-625.12													2.508	113.044	94.527	54.506	744.523	-295.412	449.111	-641.782
																																																												2.508	113.879	94.761	62.558	731.719	-304.38	427.339	-627.86													2.508	113.063	94.518	54.485	744.692	-295.460	449.232	-641.890
																																																												2.508	113.910	94.797	62.271	729.707	-303.77	425.937	-626.263													2.509	113.052	94.508	54.488	744.061	-295.208	448.853	-641.479
																																																												2.509	113.907	94.857	62.367	729.937	-303.849	426.087	-626.585													2.509	113.120	94.528	54.501	744.415	-295.415	449.000	-641.682
																																																												2.510	113.949	94.889	62.202	729.272	-303.585	425.688	-626.085													2.510	113.080	94.544	54.595	744.091	-295.207	448.885	-641.686
																																																												2.510	114.126	94.874	62.011	729.556	-303.957	425.599	-625.79													2.510	113.051	94.550	54.607	743.677	-295.051	448.626	-641.455
																																																												2.510	114.047	94.900	62.155	729.49	-303.769	425.721	-626.106													2.510	113.028	94.557	54.642	743.765	-295.072	448.693	-641.562
																																																												2.510	114.010	94.924	62.189	729.498	-303.752	425.747	-626.188													2.510	113.002	94.550	54.652	743.685	-295.089	448.597	-641.476
																																																												2.511	113.994	94.952	62.234	729.209	-303.705	425.504	-626.061													2.510	112.982	94.536	54.654	744.028	-295.162	448.867	-641.762
																																																												2.511	113.867	94.989	62.438	730.143	-303.789	426.354	-627.163													2.510	113.041	94.521	54.449	743.317	-295.011	448.306	-641.006
																																																												2.511	114.005	94.994	62.236	729.534	-303.857	425.677	-626.339													2.511	112.911	94.571	54.733	744.180	-295.230	448.951	-641.989
																																																												2.511	114.028	95.000	62.260	729.644	-303.933	425.711	-626.435													2.512	112.976	94.584	54.517	743.456	-295.046	448.410	-641.265
																																																												2.512	114.035	95.024	62.238	729.38	-303.839	425.541	-626.302													2.512	113.006	94.538	54.556	744.241	-295.177	449.064	-641.919
																																																												2.513	113.930	95.104	62.755	730.659	-304.225	426.434	-627.802													2.512	113.023	94.565	54.629	743.893	-295.166	448.727	-641.694
																																																												2.513	113.981	95.108	62.671	729.245	-303.774	425.471	-626.778													2.513	113.003	94.585	54.682	743.436	-295.027	448.409	-641.476
																																																												2.513	114.007	95.102	62.532	729.628	-303.873	425.755	-626.931													2.514	112.960	94.546	54.688	743.388	-294.836	448.552	-641.566
																																																												2.513	114.009	95.127	62.448	729.914	-304.136	425.777	-626.903													2.514	112.950	94.570	54.703	743.610	-294.989	448.620	-641.711
																																																												2.513	114.025	95.099	62.555	730.051	-304.118	425.932	-627.161													2.515	112.940	94.631	54.744	744.020	-295.166	448.854	-642.042
																																																												2.514	114.038	95.137	62.445	729.906	-304.059	425.847	-627.031													2.514	112.900	94.566	54.647	743.329	-294.919	448.411	-641.466
																																																												2.514	114.051	95.175	62.381	729.776	-304.078	425.698	-626.864													2.515	112.930	94.575	54.682	743.397	-294.924	448.473	-641.528
																																																												2.514	114.009	95.159	62.517	729.583	-303.974	425.609	-626.921													2.515	112.940	94.560	54.721	743.434	-294.910	448.523	-641.607
																																																												2.514	114.022	95.182	62.471	729.663	-304.014	425.649	-626.976													2.515	112.946	94.562	54.693	743.417	-294.950	448.466	-641.534
																																																												2.515	114.038	95.212	62.422	729.893	-304.001	425.892	-627.217													2.516	112.931	94.558	54.742	743.233	-294.829	448.404	-641.519
																																																												2.514	114.070	95.191	62.370	729.468	-303.9	425.567	-626.83													2.516	112.906	94.557	54.808	743.186	-294.759	448.427	-641.607
																																																												2.514	114.078	95.203	62.426	729.751	-304.005	425.746	-627.099													2.517	112.823	94.596	54.803	743.388	-294.907	448.481	-641.691
																																																												2.514	114.054	95.184	62.585	729.625	-303.852	425.773	-627.38													2.517	112.876	94.598	54.742	743.367	-294.942	448.425	-641.587
																																																												2.515	114.049	95.334	62.611	731.779	-304.702	427.077	-628.763													2.517	112.913	94.577	54.748	743.278	-294.822	448.455	-641.602
																																																												2.514	114.129	95.252	62.397	729.402	-303.948	425.454	-626.975													2.518	112.916	94.588	54.693	742.951	-294.714	448.237	-641.347
																																																												2.514	114.112	95.267	62.417	729.746	-304.027	425.719	-627.275													2.518	112.919	94.587	54.670	743.190	-294.823	448.367	-641.481
																																																												2.515	114.110	95.267	62.478	729.859	-304.073	425.786	-627.426													2.518	112.896	94.597	54.751	743.005	-294.719	448.285	-641.497
																																																												2.515	114.087	95.281	62.555	730.026	-304.09	425.936	-627.683													2.519	112.832	94.588	54.721	743.028	-294.788	448.240	-641.414
																																																												2.515	114.068	95.269	62.615	729.845	-304.041	425.803	-627.647													2.519	112.795	94.561	54.734	742.961	-294.771	448.190	-641.355
																																																												2.516	114.048	95.286	62.589	729.166	-303.842	425.324	-627.178													2.520	112.790	94.549	54.725	742.684	-294.705	447.979	-641.120
																																																												2.516	114.053	95.308	62.732	730.188	-304.174	426.014	-628.055													2.520	112.793	94.543	54.783	742.984	-294.761	448.222	-641.427
																																																												2.517	114.058	95.311	62.661	729.501	-304	425.501	-627.48													2.520	112.868	94.586	54.538	742.960	-295.003	447.957	-640.995
																																																												2.517	114.073	95.297	62.681	729.344	-303.906	425.438	-627.429													2.521	112.739	94.576	54.998	741.774	-294.245	447.529	-641.020
																																																												2.517	114.076	95.316	62.626	729.806	-304.077	425.729	-627.693													2.521	112.786	94.615	54.832	742.912	-294.727	448.185	-641.568
																																																												2.517	114.130	95.317	62.528	729.862	-304.141	425.72	-627.603													2.522	112.801	94.638	54.792	742.414	-294.682	447.732	-641.108
																																																												2.518	114.085	95.339	62.565	729.616	-304.019	425.597	-627.564													2.522	112.794	94.632	54.801	743.090	-294.786	448.304	-641.717
																																																												2.518	114.128	95.332	62.519	729.819	-304.085	425.734	-627.678													2.524	112.846	94.651	54.795	742.552	-294.658	447.894	-641.313
																																																												2.519	114.103	95.388	62.417	728.727	-303.61	425.116	-627.014													2.523	112.828	94.631	54.806	742.796	-294.753	448.043	-641.435
																																																												2.518	114.052	95.419	62.608	729.617	-304.04	425.577	-627.719													2.524	112.842	94.600	54.738	742.047	-294.477	447.570	-640.910
																																																												2.519	114.021	95.500	63.013	731.96	-304.572	427.388	-630.023													2.525	112.855	94.595	54.755	742.103	-294.477	447.627	-640.987
																																																												2.519	113.982	95.513	62.868	730.105	-304.012	426.092	-628.598													2.525	112.867	94.577	54.803	741.873	-294.396	447.477	-640.874
																																																												2.517	114.031	95.380	62.763	729.99	-304.093	425.898	-628.205													2.525	112.854	94.576	54.819	741.991	-294.465	447.526	-640.938
																																																												2.517	114.051	95.328	62.724	730.525	-304.156	426.369	-628.585													2.526	112.875	94.598	54.843	742.213	-294.464	447.749	-641.206
																																																												2.517	114.070	95.302	62.658	730.412	-304.088	426.324	-628.449													2.526	112.872	94.609	54.797	741.874	-294.450	447.424	-640.858
																																																												2.517	114.067	95.305	62.576	730.11	-304	426.11	-628.177													2.527	112.869	94.606	54.764	741.718	-294.438	447.280	-640.686
																																																												2.518	114.058	95.369	62.566	730.026	-303.973	426.052	-628.199													2.527	112.776	94.593	55.056	742.850	-294.579	448.271	-641.958
																																																												2.518	114.043	95.417	62.695	730.003	-303.952	426.051	-628.349													2.528	112.914	94.593	54.638	741.250	-294.320	446.930	-640.220
																																																												2.519	114.019	95.457	62.767	730.107	-304.013	426.094	-628.54													2.529	112.862	94.718	55.067	741.565	-294.392	447.173	-640.977
																																																												2.519	114.004	95.444	62.747	729.813	-303.841	425.972	-628.420																				
																																																												2.519	114.007	95.466	62.762	729.855	-303.896	425.958	-628.459																				
																																																												2.519	114.000	95.459	62.774	729.867	-303.858	426.008	-628.526																				
																																																												2.519	114.006	95.456	62.783	730.095	-303.921	426.174	-628.705																				
