CO_{2}	CO_{2}	CO_{2}	CO_{2}	CO_{2}	CO_{2}	CO_{2}	CO_{2}			BH_{3}	BH_{3}	BH_{3}	BH_{3}	BH_{3}	BH_{3}	BH_{3}	BH_{3}			AlH_{3}	AlH_{3}	AlH_{3}	AlH_{3}	AlH_{3}	AlH_{3}	AlH_{3}	AlH_{3}			NMe_{3}	NMe_{3}	NMe_{3}	NMe_{3}	NMe_{3}	NMe_{3}	NMe_{3}	NMe_{3}			PMe_{3}	PMe_{3}	PMe_{3}	PMe_{3}	PMe_{3}	PMe_{3}	PMe_{3}	PMe_{3}			NCB	NCB	NCB	NCB	NCB	NCB	NCB	NCB			NCAl	NCAl	NCAl	NCAl	NCAl	NCAl	NCAl	NCAl			PCB	PCB	PCB	PCB	PCB	PCB	PCB	PCB			PCAl	PCAl	PCAl	PCAl	PCAl	PCAl	PCAl	PCAl
BH	OCO	Frag BH3	Frag CO2	Pauli	Elstat	Steric	OI			BH	OCO	Frag BH3	Frag CO2	Pauli	Elstat	Steric	OI			BH	OCO	Frag BH3	Frag CO2	Pauli	Elstat	Steric	OI			BH	OCO	Frag BH3	Frag CO2	Pauli	Elstat	Steric	OI			BH	OCO	Frag BH3	Frag CO2	Pauli	Elstat	Steric	OI			BH	OCO	Frag BH3	Frag CO2	Pauli	Elstat	Steric	OI			BH	OCO	Frag BH3	Frag CO2	Pauli	Elstat	Steric	OI			BH	OCO	Frag BH3	Frag CO2	Pauli	Elstat	Steric	OI			BH	OCO	Frag BH3	Frag CO2	Pauli	Elstat	Steric	OI
																																																		1.218	134.458	-4.625	-2.172	69.479	-38.111	31.368	-42.818			1.212	134.563	-7.377	-2.741	53.935	-30.906	23.029	-33.742													1.210	130.258	-8.679	-2.774	46.737	-26.726	20.011	-28.788
																																																		1.218	134.315	-4.545	-2.111	70.214	-38.454	31.759	-43.299			1.212	134.548	-7.343	-2.732	54.29	-31.074	23.216	-33.943													1.210	130.237	-8.647	-2.753	47.034	-26.865	20.168	-28.970
																																																		1.219	134.328	-4.448	-2.089	70.856	-38.760	32.096	-43.701			1.213	134.537	-7.310	-2.732	54.645	-31.232	23.413	-34.135													1.210	130.198	-8.614	-2.735	47.328	-27.004	20.325	-29.152
																																																		1.219	134.324	-4.369	-2.068	71.707	-39.146	32.561	-44.207			1.213	134.531	-7.262	-2.780	54.98	-31.371	23.609	-34.316													1.210	130.140	-8.584	-2.744	47.611	-27.117	20.494	-29.322
																																																		1.219	134.320	-4.310	-2.051	72.526	-39.515	33.012	-44.670			1.213	134.534	-7.210	-2.696	55.459	-31.629	23.83	-34.633													1.210	130.253	-8.568	-2.740	47.788	-27.203	20.585	-29.419
																																																		1.218	134.288	-4.280	-2.046	73.339	-39.858	33.481	-45.119			1.213	134.491	-7.147	-2.694	55.845	-31.812	24.034	-34.868													1.210	130.197	-8.517	-2.725	48.226	-27.403	20.823	-29.687
																																																		1.220	134.208	-4.125	-1.997	73.937	-40.209	33.728	-45.530			1.213	134.450	-7.082	-2.676	56.266	-32.021	24.244	-35.136													1.210	130.183	-8.455	-2.711	48.743	-27.636	21.107	-30.003
																																																		1.220	134.281	-3.904	-2.031	74.747	-40.600	34.147	-46.092			1.214	134.415	-7.017	-2.607	56.72	-32.269	24.452	-35.444													1.211	130.224	-8.361	-2.703	49.383	-27.941	21.442	-30.398
																																																		1.221	134.208	-3.817	-1.971	75.442	-40.941	34.500	-46.527			1.213	134.492	-7.063	-2.696	56.547	-32.118	24.429	-35.269													1.211	130.171	-8.289	-2.681	49.934	-28.193	21.741	-30.744
																																																		1.220	134.118	-3.814	-1.860	75.936	-41.159	34.777	-46.859			1.213	134.473	-7.008	-2.669	57.047	-32.364	24.683	-35.568													1.211	130.135	-8.180	-2.657	50.710	-28.558	22.153	-31.227
																																																		1.221	134.097	-3.691	-1.853	76.788	-41.559	35.230	-47.382			1.213	134.468	-6.958	-2.664	57.499	-32.576	24.923	-35.829													1.211	130.066	-8.066	-2.576	51.778	-29.074	22.704	-31.895
																																																		1.221	134.008	-3.579	-1.845	77.660	-41.973	35.687	-47.919			1.214	134.465	-6.900	-2.688	57.944	-32.769	25.175	-36.08													1.212	130.046	-7.919	-2.581	53.150	-29.689	23.460	-32.699
																																																		1.222	133.929	-3.464	-1.788	78.515	-42.405	36.111	-48.483			1.214	134.378	-6.830	-2.638	58.506	-33.061	25.445	-36.443													1.212	129.945	-7.858	-2.515	53.452	-29.834	23.619	-32.911
																																																		1.221	133.825	-3.392	-1.694	79.289	-42.791	36.497	-48.989			1.214	134.365	-6.768	-2.633	59.049	-33.317	25.732	-36.768													1.212	129.900	-7.617	-2.491	55.261	-30.672	24.589	-34.039
																																																		1.222	134.167	-3.296	-1.837	79.905	-42.995	36.909	-49.302			1.214	134.359	-6.706	-2.625	59.549	-33.554	25.995	-37.066													1.213	129.838	-7.400	-2.419	56.886	-31.432	25.454	-35.062
																																																		1.222	134.112	-3.173	-1.738	80.902	-43.465	37.437	-49.933			1.214	134.357	-6.635	-2.603	60.059	-33.798	26.262	-37.379													1.213	129.781	-7.188	-2.358	58.426	-32.156	26.270	-36.043
																																																		1.223	134.083	-3.058	-1.707	81.891	-43.914	37.977	-50.545			1.215	134.322	-6.544	-2.592	60.758	-34.139	26.619	-37.806													1.214	129.731	-6.986	-2.316	59.880	-32.836	27.044	-36.975
																																																		1.223	134.060	-2.942	-1.672	82.833	-44.334	38.499	-51.134			1.215	134.309	-6.467	-2.577	61.332	-34.417	26.915	-38.149													1.214	129.674	-6.786	-2.304	61.354	-33.518	27.836	-37.923
																																																		1.223	134.033	-2.823	-1.683	83.768	-44.733	39.035	-51.696			1.215	134.294	-6.394	-2.564	61.894	-34.688	27.205	-38.49													1.215	129.620	-6.588	-2.245	62.795	-34.188	28.607	-38.848
																																																		1.224	134.014	-2.698	-1.577	84.877	-45.314	39.563	-52.416			1.216	134.272	-6.306	-2.472	62.609	-35.075	27.534	-38.952													1.215	129.581	-6.372	-2.173	64.410	-34.939	29.470	-39.890
																																																		1.224	133.992	-2.551	-1.512	86.011	-45.842	40.169	-53.139			1.215	134.276	-6.284	-2.535	62.771	-35.098	27.674	-39.015													1.216	129.516	-6.160	-2.106	65.973	-35.661	30.313	-40.869
																																																		1.225	133.969	-2.421	-1.451	87.066	-46.328	40.738	-53.782			1.216	134.258	-6.141	-2.503	63.984	-35.678	28.306	-39.757													1.216	129.455	-5.965	-2.058	67.444	-36.335	31.109	-41.810
																																																		1.225	133.945	-2.295	-1.403	88.088	-46.799	41.289	-54.423			1.216	134.218	-5.995	-2.478	65.107	-36.217	28.89	-40.445													1.217	129.390	-5.767	-2.018	68.958	-37.045	31.913	-42.795
																																																		1.226	133.900	-2.152	-1.290	89.207	-47.379	41.828	-55.156			1.216	134.184	-5.856	-2.437	66.153	-36.723	29.43	-41.098													1.217	129.404	-5.502	-2.013	70.765	-37.856	32.909	-43.938
																																																		1.226	133.745	-2.051	-1.289	89.984	-47.742	42.242	-55.619			1.217	134.154	-5.721	-2.390	67.177	-37.223	29.954	-41.741													1.218	129.312	-5.174	-1.866	73.084	-38.967	34.117	-45.488
																																																		1.226	133.760	-1.927	-1.257	91.016	-48.213	42.802	-56.280			1.217	134.144	-5.537	-2.429	68.438	-37.789	30.648	-42.492													1.219	129.242	-4.798	-1.776	75.606	-40.150	35.456	-47.167
																																																		1.227	133.715	-1.817	-1.231	92.038	-48.659	43.379	-56.926			1.218	134.013	-5.284	-2.047	70.359	-38.903	31.456	-43.758													1.220	129.177	-4.461	-1.718	78.043	-41.274	36.770	-48.782
																																																		1.227	133.669	-1.698	-1.218	93.139	-49.149	43.991	-57.606			1.219	133.779	-5.045	-2.199	72.257	-39.705	32.551	-44.892													1.221	129.106	-4.138	-1.597	80.429	-42.378	38.051	-50.368
																																																		1.227	133.751	-1.523	-1.110	94.429	-49.773	44.656	-58.463			1.219	133.946	-4.630	-2.202	75.521	-41.188	34.332	-46.956													1.222	129.016	-3.814	-1.487	82.763	-43.456	39.307	-51.914
																																																		1.228	133.691	-1.372	-0.978	95.690	-50.350	45.340	-59.273			1.221	133.757	-4.244	-2.063	78.366	-42.598	35.768	-48.758													1.224	128.852	-3.455	-1.303	85.855	-44.879	40.976	-53.936
																																																		1.229	133.651	-1.237	-0.915	96.888	-50.902	45.987	-60.046			1.222	133.673	-3.855	-1.975	81.381	-44.038	37.343	-50.651													1.225	128.831	-2.839	-1.138	89.660	-46.646	43.014	-56.514
																																																		1.229	133.602	-1.083	-0.817	98.243	-51.527	46.716	-60.926			1.223	133.601	-3.440	-1.827	84.556	-45.555	39.001	-52.676													1.227	128.680	-2.362	-0.894	93.518	-48.423	45.096	-59.071
																																																		1.230	133.557	-0.935	-0.740	99.489	-52.106	47.383	-61.737			1.225	133.548	-3.048	-1.704	87.587	-46.988	40.599	-54.611													1.229	128.499	-1.804	-0.661	98.009	-50.471	47.538	-62.059
																																																		1.230	133.626	-0.816	-0.769	100.616	-52.527	48.088	-62.385			1.226	133.489	-2.675	-1.541	90.425	-48.332	42.092	-56.447													1.231	128.288	-1.145	-0.316	102.720	-52.639	50.081	-65.260
																																																		1.231	133.558	-0.619	-0.645	102.514	-53.411	49.104	-63.632			1.227	133.443	-2.302	-1.368	93.06	-49.585	43.475	-58.173													1.233	128.009	-0.491	0.070	107.369	-54.788	52.580	-68.474
																																																		1.232	133.942	-0.243	-0.381	105.423	-54.698	50.724	-65.629			1.228	133.398	-1.950	-1.201	95.647	-50.802	44.845	-59.914													1.236	127.585	0.488	0.573	113.092	-57.493	55.599	-72.585
																																																		1.234	133.330	0.105	-0.035	107.705	-55.984	51.721	-67.213			1.229	133.261	-1.670	-1.095	98.13	-51.939	46.191	-61.475													1.241	127.821	1.283	1.138	121.514	-61.235	60.279	-78.179
																																																		1.236	133.224	0.585	0.193	111.953	-57.871	54.082	-70.019			1.231	133.156	-1.170	-0.724	102.555	-53.988	48.568	-64.4													1.246	127.381	2.357	1.965	130.431	-65.350	65.082	-84.400
																																																		1.238	133.068	1.089	0.600	116.287	-59.877	56.410	-72.929			1.233	132.749	-0.617	-0.486	106.756	-55.996	50.761	-67.093													1.251	127.056	3.435	2.834	140.230	-69.822	70.408	-91.223
																																																		1.240	132.900	1.604	0.985	120.563	-61.850	58.713	-75.847			1.237	132.358	0.287	0.129	114.189	-59.478	54.711	-72.082													1.258	126.715	4.528	3.808	150.576	-74.524	76.052	-98.450
																																																		1.244	132.658	2.333	1.606	126.084	-64.485	61.598	-79.721			1.241	132.090	1.207	0.929	122.195	-63.204	58.991	-77.469													1.265	126.358	5.630	4.875	162.211	-79.774	82.437	-106.597
																																																		1.246	132.507	2.701	2.323	131.840	-66.760	65.080	-83.792			1.246	131.768	2.142	1.788	130.528	-67.063	63.465	-83.204													1.273	125.955	6.779	6.103	175.533	-85.779	89.754	-115.880
																																																		1.254	132.029	3.659	3.304	141.712	-71.601	70.111	-90.377			1.251	131.470	3.021	2.672	139.549	-71.25	68.299	-89.327													1.284	125.558	7.952	7.415	190.690	-92.546	98.144	-126.428
																																																		1.260	131.670	4.579	4.463	152.292	-76.378	75.914	-97.689			1.257	131.062	3.926	3.679	148.931	-75.591	73.34	-95.835													1.296	125.100	9.182	8.871	208.106	-100.201	107.905	-138.577
																																																		1.268	131.275	5.538	5.647	163.627	-81.493	82.134	-105.611			1.264	130.688	4.805	4.670	158.562	-80.005	78.557	-102.538													1.314	124.500	10.838	10.963	232.552	-110.722	121.830	-155.977
																																																		1.275	130.879	6.455	6.838	175.153	-86.662	88.491	-113.717			1.271	130.308	5.712	5.746	169.043	-84.78	84.264	-109.877													1.327	124.162	12.331	12.488	253.704	-119.668	134.036	-171.186
																																																		1.284	130.451	7.413	8.130	187.926	-92.355	95.571	-122.748			1.279	129.921	6.631	6.862	181.006	-90.219	90.787	-118.151													1.327	124.162	12.331	12.488	253.704	-119.668	134.036	-171.186
																																																		1.298	129.875	8.631	9.769	206.357	-100.500	105.858	-135.709			1.294	129.311	8.138	8.828	200.496	-98.925	101.571	-132.015													1.361	123.204	14.813	15.503	294.112	-136.166	157.947	-200.840
																																																		1.317	129.129	10.322	12.238	231.485	-111.297	120.188	-153.921			1.305	128.813	9.197	10.226	216.706	-106.022	110.684	-143.384													1.387	122.694	17.071	17.474	324.466	-148.184	176.282	-223.721
																																																		1.325	128.581	11.638	13.710	247.759	-118.270	129.490	-166.015			1.326	127.995	11.098	12.623	242.823	-117.24	125.583	-162.451													1.410	122.243	19.234	19.223	349.488	-157.884	191.604	-243.274
																																																		1.325	128.581	11.638	13.710	247.759	-118.270	129.490	-166.015			1.334	127.438	12.519	14.153	259.543	-124.36	135.183	-174.99													1.431	121.835	21.437	20.897	372.033	-166.491	205.542	-261.485
																																																		1.366	127.588	14.573	17.420	291.905	-136.319	155.585	-199.007			1.334	127.438	12.519	14.153	259.543	-124.36	135.183	-174.99													1.455	121.423	23.949	22.630	393.200	-174.483	218.716	-279.214
																																																		1.393	126.977	16.927	19.655	321.628	-148.120	173.508	-221.867			1.378	126.414	15.717	18.006	305.543	-143.018	162.525	-209.562													1.479	121.003	26.549	24.362	412.605	-181.697	230.907	-296.041
																																																		1.415	126.439	19.236	21.701	344.653	-157.185	187.468	-240.435			1.406	125.742	18.376	20.317	335.94	-154.983	180.958	-233.266													1.500	120.664	28.935	25.860	427.729	-187.309	240.420	-309.696
																																																		1.440	125.919	21.807	23.703	366.898	-165.712	201.186	-259.005			1.429	125.170	20.716	22.317	359.021	-163.931	195.09	-251.986													1.522	120.286	31.153	27.279	441.317	-192.244	249.073	-322.220
																																																		1.465	125.406	24.561	25.706	387.806	-173.686	214.120	-277.033			1.447	124.917	22.624	23.707	374.242	-169.775	204.467	-264.827													1.539	120.022	32.851	28.337	450.237	-195.492	254.745	-330.782
																																																		1.492	124.897	27.332	27.716	406.963	-180.866	226.097	-294.087			1.463	124.539	24.283	25.017	387.969	-174.964	213.005	-276.56													1.558	119.725	34.682	29.428	459.859	-198.890	260.968	-340.127
																																																		1.514	124.496	29.582	29.230	420.410	-185.846	234.564	-306.554			1.477	124.205	25.743	25.950	398.444	-178.969	219.475	-285.594													1.579	119.436	36.639	30.537	469.631	-202.311	267.320	-349.753
																																																		1.536	124.120	31.796	30.649	432.887	-190.422	242.465	-318.312			1.488	123.988	26.874	26.669	405.595	-181.671	223.924	-292.01													1.600	119.158	38.504	31.560	478.198	-205.257	272.941	-358.472
																																																		1.558	123.894	33.869	31.193	441.247	-193.621	247.626	-326.260			1.492	123.930	27.224	27.004	407.096	-182.063	225.032	-293.833													1.619	118.923	40.118	32.411	485.522	-207.745	277.776	-365.961
																																																		1.571	123.296	35.090	33.225	450.759	-196.740	254.019	-336.084			1.498	123.828	27.905	27.512	411.778	-183.846	227.933	-297.999													1.639	118.672	41.833	33.316	493.167	-210.309	282.858	-373.884
																																																		1.581	123.293	35.926	33.273	454.556	-198.246	256.310	-339.218			1.503	123.730	28.452	27.984	415.717	-185.3	230.417	-301.553													1.661	118.406	43.679	34.279	501.231	-212.991	288.241	-382.326
																																																		1.591	123.149	36.862	33.786	459.155	-199.844	259.311	-343.874			1.510	123.608	29.074	28.368	419.083	-186.599	232.484	-304.693													1.684	118.063	45.530	35.234	508.185	-215.262	292.923	-390.023
																																																		1.599	123.104	37.675	34.591	463.782	-201.612	262.170	-348.394			1.516	123.499	29.728	28.792	423.129	-188.108	235.021	-308.37													1.702	117.898	46.933	35.932	515.209	-217.495	297.715	-397.149
																																																		1.603	123.214	38.037	34.626	465.422	-202.222	263.201	-349.856			1.523	123.383	30.413	29.225	427.26	-189.635	237.625	-312.162													1.717	117.753	48.077	36.551	520.204	-219.093	301.111	-402.463
																																																		1.610	123.018	38.647	35.016	468.297	-203.147	265.151	-352.878			1.529	123.264	31.056	29.646	430.939	-190.989	239.95	-315.607													1.733	117.593	49.262	37.127	525.419	-220.766	304.653	-407.988
																																																		1.616	122.933	39.223	35.247	470.540	-203.879	266.661	-355.270			1.533	123.140	31.396	29.981	432.489	-191.536	240.953	-317.303													1.746	117.502	50.208	37.729	530.206	-222.181	308.024	-413.055
																																																		1.623	122.830	39.789	35.535	472.910	-204.670	268.240	-357.795			1.539	123.051	32.044	30.344	436.272	-192.93	243.342	-320.771													1.767	117.208	51.888	38.457	535.997	-224.161	311.836	-419.487
																																																		1.630	122.750	40.385	35.865	475.171	-205.441	269.730	-360.194			1.546	122.949	32.727	30.724	440.097	-194.33	245.767	-324.35													1.779	117.089	52.805	39.133	540.538	-225.431	315.107	-424.571
																																																		1.636	122.666	40.947	36.185	477.524	-206.227	271.297	-362.708			1.554	122.834	33.469	31.171	444.127	-195.802	248.325	-328.16													1.792	116.980	53.698	39.540	543.731	-226.476	317.255	-428.153
																																																		1.642	122.561	41.406	36.364	479.350	-206.845	272.505	-364.616			1.562	122.700	34.227	31.714	448.121	-197.266	250.854	-332.065													1.802	116.908	54.369	39.801	546.632	-227.388	319.244	-431.175
																																																		1.649	122.483	41.957	36.695	481.753	-207.634	274.120	-367.177			1.567	122.675	34.810	31.727	451.687	-198.479	253.208	-335.071													1.812	116.849	54.983	39.957	549.647	-228.334	321.313	-434.155
																																																		1.655	122.403	42.519	37.034	484.232	-208.442	275.790	-369.816			1.575	122.547	35.476	32.248	454.797	-199.627	255.17	-338.287													1.818	116.758	55.372	40.391	552.526	-229.063	323.463	-437.217
																																																		1.663	122.318	43.161	37.369	486.739	-209.294	277.446	-372.533			1.583	122.415	36.193	32.737	458.304	-200.894	257.41	-341.806													1.825	116.725	55.791	40.504	554.287	-229.629	324.658	-439.026
																																																		1.669	122.280	43.592	37.507	488.582	-209.852	278.731	-374.459			1.591	122.276	36.940	33.270	461.912	-202.186	259.726	-345.449													1.832	116.706	56.210	40.644	555.987	-230.226	325.761	-440.708
																																																		1.675	122.279	44.124	37.724	490.647	-210.562	280.085	-376.626			1.600	122.142	37.742	33.773	465.585	-203.504	262.081	-349.197													1.832	116.670	56.272	40.734	556.370	-230.269	326.101	-441.191
																																																		1.681	122.192	44.629	38.059	492.890	-211.290	281.600	-379.079			1.608	122.042	38.571	34.138	471.907	-205.669	266.238	-354.626													1.837	116.626	56.600	40.818	558.130	-230.794	327.337	-442.922
																																																		1.688	122.096	45.204	38.441	495.413	-212.114	283.299	-381.802			1.613	122.013	39.073	34.435	473.702	-206.328	267.373	-356.621													1.840	116.694	56.796	41.253	557.859	-230.615	327.244	-443.489
																																																		1.696	121.997	45.830	38.831	498.220	-213.046	285.174	-384.754			1.620	121.808	39.677	34.754	474.249	-206.686	267.563	-357.803													1.845	116.668	57.105	41.253	559.190	-231.070	328.120	-444.735
																																																		1.704	121.891	46.513	39.231	501.210	-214.024	287.186	-387.949			1.626	121.681	40.161	35.130	476.382	-207.37	269.013	-360.179													1.851	116.608	57.561	41.417	561.744	-231.840	329.903	-447.234
																																																		1.710	121.901	47.059	39.040	502.353	-214.564	287.788	-388.947			1.627	121.554	40.330	35.633	477.273	-207.668	269.605	-361.491													1.853	116.646	57.647	41.566	562.374	-232.041	330.333	-447.926
																																																		1.716	121.787	47.551	39.506	505.035	-215.364	289.671	-391.869			1.632	121.445	40.763	35.752	479.085	-208.271	270.813	-363.322													1.858	116.579	58.035	41.623	564.220	-232.598	331.622	-449.750
																																																		1.722	121.656	47.950	39.870	507.130	-215.985	291.144	-394.218			1.638	121.357	41.283	36.072	481.787	-209.171	272.616	-366.056													1.865	116.530	58.422	41.689	565.887	-233.117	332.770	-451.467
																																																		1.728	121.722	48.494	39.940	509.226	-216.736	292.490	-396.208			1.641	121.351	41.509	35.658	482.662	-209.637	273.025	-366.294													1.868	116.445	58.637	41.696	566.932	-233.435	333.497	-452.456
																																																		1.735	121.621	48.954	40.269	511.507	-217.414	294.093	-398.726			1.642	121.388	41.499	35.442	481.792	-209.311	272.48	-365.505													1.874	116.452	59.125	41.842	568.554	-233.924	334.631	-454.321
																																																		1.742	121.518	49.494	40.617	513.863	-218.149	295.714	-401.348			1.645	121.312	41.694	35.541	482.937	-209.634	273.303	-366.695													1.881	116.391	59.598	42.031	570.133	-234.441	335.692	-456.107
																																																		1.749	121.429	50.032	40.941	516.795	-219.051	297.744	-404.366			1.651	121.203	42.214	35.927	485.649	-210.589	275.06	-369.437													1.886	116.354	59.963	42.147	571.838	-234.952	336.887	-457.854
																																																		1.753	121.274	50.238	41.423	516.239	-218.717	297.523	-404.827			1.657	121.122	42.761	36.365	488.207	-211.46	276.747	-372.175													1.892	116.306	60.308	42.305	573.246	-235.371	337.875	-459.420
																																																		1.759	121.221	50.753	41.603	518.330	-219.453	298.877	-406.960			1.664	121.034	43.353	36.787	491.075	-212.413	278.662	-375.213													1.898	116.254	60.636	42.484	574.716	-235.805	338.911	-461.021
																																																		1.765	121.161	51.233	41.801	520.683	-220.233	300.450	-409.296			1.671	121.025	43.940	36.989	494.413	-213.575	280.838	-378.263													1.904	116.198	60.981	42.661	576.295	-236.250	340.045	-462.757
																																																		1.771	121.094	51.755	42.098	523.199	-221.024	302.175	-411.905			1.677	120.945	44.400	37.454	496.926	-214.361	282.565	-380.969													1.911	116.140	61.369	42.844	578.024	-236.740	341.284	-464.648
																																																		1.779	121.015	52.315	42.385	525.832	-221.863	303.969	-414.638			1.682	120.815	44.911	37.728	498.572	-214.932	283.641	-382.884													1.916	116.127	61.698	42.696	579.588	-237.248	342.340	-465.954
																																																		1.786	120.938	52.882	42.672	528.290	-222.656	305.633	-417.243			1.689	120.728	45.465	38.106	501.011	-215.746	285.265	-385.507													1.919	116.037	61.920	43.156	581.217	-237.688	343.528	-467.872
																																																		1.794	120.845	53.496	43.026	531.061	-223.539	307.523	-420.199			1.696	120.636	46.032	38.484	503.754	-216.641	287.113	-388.405													1.925	115.986	62.242	43.283	582.654	-238.067	344.587	-469.424
																																																		1.803	120.751	54.166	43.368	533.909	-224.442	309.467	-423.256			1.702	120.544	46.503	38.804	505.649	-217.281	288.368	-390.515													1.929	116.013	62.468	43.343	583.481	-238.365	345.116	-470.259
																																																		1.813	120.651	54.873	43.841	537.117	-225.413	311.704	-426.789			1.712	120.458	47.330	39.293	509.21	-218.428	290.782	-394.343													1.934	115.979	62.765	43.471	584.805	-238.715	346.090	-471.729
																																																		1.822	120.559	55.513	44.188	539.865	-226.266	313.599	-429.787			1.717	120.358	47.766	39.573	511.429	-219.228	292.201	-396.519													1.940	115.945	63.090	43.614	586.200	-239.095	347.106	-473.288
																																																		1.830	120.510	56.116	44.414	542.756	-227.223	315.533	-432.644			1.722	120.213	48.166	40.208	513.942	-219.951	293.992	-399.419													1.944	115.962	63.372	43.644	588.047	-239.647	348.400	-474.946
																																																		1.836	120.380	56.423	44.704	543.481	-227.273	316.208	-433.990			1.729	120.147	48.728	40.445	516.019	-220.683	295.335	-401.636													1.948	115.813	63.577	43.902	588.832	-239.788	349.044	-476.126
																																																		1.841	120.325	56.798	44.844	545.157	-227.780	317.378	-435.747			1.737	120.074	49.310	40.725	518.387	-221.469	296.918	-404.116													1.954	115.798	63.911	44.022	589.997	-240.172	349.825	-477.424
																																																		1.848	120.358	57.303	45.103	547.660	-228.640	319.020	-438.274			1.744	119.990	49.929	41.016	520.997	-222.323	298.674	-406.893													1.959	115.779	64.224	44.121	591.206	-240.526	350.680	-478.754
																																																		1.854	120.301	57.689	45.283	549.687	-229.236	320.451	-440.377			1.753	119.910	50.597	41.317	523.656	-223.195	300.46	-409.764													1.965	115.755	64.537	44.245	592.693	-240.966	351.727	-480.286
																																																		1.860	120.240	58.108	45.467	551.457	-229.769	321.688	-442.300			1.756	119.786	50.869	41.664	526.731	-224.212	302.518	-412.542													1.969	115.841	64.796	44.342	594.122	-241.472	352.649	-481.652
																																																		1.864	120.260	58.342	45.480	551.221	-229.614	321.607	-442.511			1.764	119.718	51.509	41.980	528.829	-224.912	303.917	-414.953													1.974	115.809	65.070	44.453	595.605	-241.861	353.743	-483.169
																																																		1.869	120.212	58.728	45.394	554.418	-230.742	323.676	-444.950			1.769	119.669	51.858	42.081	529.895	-225.283	304.612	-416.199													1.979	115.764	65.360	44.577	596.773	-242.149	354.624	-484.544
																																																		1.875	120.147	59.084	45.646	555.979	-231.199	324.780	-446.749			1.772	119.626	52.080	42.035	530.664	-225.521	305.142	-416.967													1.984	115.870	65.626	44.466	598.078	-242.554	355.524	-485.671
																																																		1.881	120.078	59.467	45.933	557.640	-231.675	325.966	-448.689			1.777	119.570	52.477	42.244	532.271	-225.97	306.302	-418.782													1.989	115.832	65.866	44.600	599.430	-242.868	356.563	-487.161
																																																		1.887	120.005	59.896	46.219	559.489	-232.220	327.269	-450.797			1.783	119.481	52.939	42.512	534.667	-226.775	307.892	-421.223													1.994	115.800	66.136	44.722	600.507	-243.151	357.356	-488.414
																																																		1.894	119.928	60.356	46.506	561.564	-232.832	328.732	-453.118			1.790	119.414	53.429	42.780	536.738	-227.441	309.297	-423.454													1.999	115.764	66.406	44.803	601.611	-243.468	358.143	-489.648
																																																		1.902	119.853	60.847	46.781	563.746	-233.482	330.264	-455.519			1.797	119.338	53.901	43.053	538.847	-228.118	310.729	-425.727													2.003	115.785	66.622	45.076	601.895	-243.387	358.508	-490.563
																																																		1.910	119.773	61.380	47.072	566.141	-234.177	331.965	-458.158			1.805	119.268	54.433	43.331	541.122	-228.82	312.302	-428.238													2.007	115.720	66.890	45.404	603.851	-243.936	359.915	-492.606
																																																		1.919	119.691	61.943	47.352	568.867	-234.983	333.884	-461.064			1.811	119.259	54.865	43.375	542.055	-229.137	312.918	-429.406													2.011	115.698	67.133	45.421	604.735	-244.255	360.480	-493.507
																																																		1.929	119.602	62.558	47.668	571.745	-235.827	335.918	-464.153			1.817	119.075	55.378	44.163	545.94	-230.281	315.66	-433.513													2.014	115.849	67.374	45.311	606.637	-244.854	361.783	-495.006
																																																		1.940	119.505	63.221	47.998	574.827	-236.724	338.102	-467.483			1.821	119.048	55.618	44.044	545.594	-230.16	315.433	-433.473													2.020	115.817	67.606	45.350	607.430	-245.090	362.339	-495.909
																																																		1.950	119.270	63.848	48.407	577.823	-237.494	340.329	-470.888			1.826	119.033	55.887	44.128	546.849	-230.5	316.349	-434.777													2.023	115.826	67.813	45.525	608.163	-245.192	362.972	-496.988
																																																		1.963	119.488	64.625	48.533	581.420	-238.730	342.690	-474.330			1.832	118.956	56.303	44.427	548.925	-231.157	317.768	-437													2.026	115.822	68.015	45.533	609.187	-245.559	363.628	-497.890
																																																		1.973	119.349	65.190	48.885	584.316	-239.493	344.823	-477.531			1.836	118.971	56.581	44.729	551.567	-231.959	319.608	-439.483													2.033	115.747	68.384	45.717	610.067	-245.754	364.314	-499.204
																																																		1.983	119.279	65.777	49.037	586.463	-240.147	346.317	-479.920			1.841	118.901	56.977	44.840	552.737	-232.387	320.35	-440.783													2.038	115.728	68.632	45.764	611.323	-246.130	365.193	-500.444
																																																		1.991	119.048	66.333	49.752	589.678	-240.975	348.704	-483.683			1.847	118.897	57.335	45.293	555.166	-233.035	322.131	-443.454													2.043	115.711	68.879	45.840	612.685	-246.519	366.166	-501.813
																																																		1.996	118.962	66.703	49.445	590.670	-241.461	349.208	-484.383			1.853	118.828	57.757	45.534	557.116	-233.635	323.481	-445.519													2.045	115.660	68.979	45.650	613.100	-246.749	366.351	-501.931
																																																		2.001	119.052	66.978	49.125	592.084	-242.121	349.963	-485.117			1.858	118.836	58.095	45.721	557.936	-233.881	324.055	-446.661													2.048	115.654	69.084	45.683	613.924	-246.911	367.013	-502.789
																																																		2.007	119.062	67.201	49.059	594.056	-242.569	351.487	-486.932			1.864	118.770	58.496	45.870	559.5	-234.379	325.121	-448.363													2.049	115.646	69.320	45.724	615.127	-247.345	367.782	-503.859
