CO_{2}	CO_{2}	CO_{2} - BH3	CO_{2} - BH3	CO_{2} - BH3						BH_{3}	BH_{3}	BH_{3} - BH3	BH_{3} - BH3	BH_{3} - BH3	BH_{3} - Add-CO2	BH_{3} - Add-CO2	BH_{3} - Add-CO2			AlH_{3}	AlH_{3}	AlH_{3} - BH3	AlH_{3} - BH3	AlH_{3} - BH3	AlH_{3} - Add-CO2	AlH_{3} - Add-CO2	AlH_{3} - Add-CO2			NMe_{3}	NMe_{3}	NMe_{3} - BH3	NMe_{3} - BH3	NMe_{3} - BH3	NMe_{3} - Add-CO2	NMe_{3} - Add-CO2	NMe_{3} - Add-CO2			PMe_{3}	PMe_{3}	PMe_{3} - BH3	PMe_{3} - BH3	PMe_{3} - BH3	PMe_{3} - Add-CO2	PMe_{3} - Add-CO2	PMe_{3} - Add-CO2			NCB	NCB	NCB - BH3	NCB - BH3	NCB - BH3	NCB - Add-CO2	NCB - Add-CO2	NCB - Add-CO2			NCAl	NCAl	NCAl - BH3	NCAl - BH3	NCAl - BH3	NCAl - Add-CO2	NCAl - Add-CO2	NCAl - Add-CO2			PCB	PCB	PCB - BH3	PCB - BH3	PCB - BH3	PCB - Add-CO2	PCB - Add-CO2	PCB - Add-CO2			PCAl	PCAl	PCAl - BH3	PCAl - BH3	PCAl - BH3	PCAl - Add-CO2	PCAl - Add-CO2	PCAl - Add-CO2
BH distance	OCO angle	Strain	Interaction	Total Energy						BH distance	OCO angle	Strain	Interaction	Total Energy	Strain	Interaction	Total Energy			BH distance	OCO angle	Strain	Interaction	Total Energy	Strain	Interaction	Total Energy			BH distance	OCO angle	Strain	Interaction	Total Energy	Strain	Interaction	Total Energy			BH distance	OCO angle	Strain	Interaction	Total Energy	Strain	Interaction	Total Energy			BH distance	OCO angle	Strain	Interaction	Total Energy	Strain	Interaction	Total Energy			BH distance	OCO angle	Strain	Interaction	Total Energy	Strain	Interaction	Total Energy			BH distance	OCO angle	Strain	Interaction	Total Energy	Strain	Interaction	Total Energy			BH distance	OCO angle	Strain	Interaction	Total Energy	Strain	Interaction	Total Energy
																																																		2.479	115.107	171.405	-198.881	-27.476	30.016	-57.458	-27.518			2.441	112.818	169.071	-194.454	-25.384	37.846	-63.215	-25.368													2.449	115.876	163.587	-190.857	-27.270	51.430	-78.494	-27.065
																																																		2.481	115.119	171.454	-199.000	-27.546	30.012	-57.521	-27.585			2.442	112.849	169.187	-194.637	-25.450	37.857	-63.295	-25.438													2.450	115.869	163.645	-190.952	-27.307	51.302	-78.403	-27.102
																																																		2.481	115.131	171.454	-199.041	-27.587	30.071	-57.615	-27.620			2.444	112.879	169.477	-195.018	-25.541	37.786	-63.306	-25.520													2.451	115.845	163.675	-191.013	-27.338	51.040	-78.196	-27.156
																																																		2.481	115.211	171.373	-198.985	-27.612	29.811	-57.380	-27.646			2.444	112.887	169.289	-194.853	-25.564	37.853	-63.420	-25.567													2.451	115.820	163.657	-191.008	-27.351	51.204	-78.374	-27.169
																																																		2.482	115.155	171.645	-199.283	-27.638	29.766	-57.355	-27.665			2.446	112.868	169.365	-194.987	-25.622	37.745	-63.358	-25.613													2.452	115.827	163.630	-191.023	-27.393	51.067	-78.303	-27.236
																																																		2.485	115.217	171.879	-199.615	-27.736	29.545	-57.202	-27.733			2.447	112.865	168.938	-194.611	-25.673	38.034	-63.701	-25.667													2.454	115.709	163.795	-191.232	-27.437	51.096	-78.362	-27.265
																																																		2.487	115.234	171.985	-199.720	-27.735	29.560	-57.287	-27.803			2.446	112.858	168.937	-194.687	-25.749	37.875	-63.624	-25.749													2.454	115.900	163.663	-191.002	-27.339	51.179	-78.454	-27.275
																																																		2.489	115.272	172.003	-199.720	-27.718	29.467	-57.217	-27.826			2.448	112.879	168.924	-194.710	-25.786	37.604	-63.390	-25.786													2.455	115.795	163.579	-190.978	-27.399	50.943	-78.228	-27.285
																																																		2.491	115.288	172.122	-199.873	-27.751	29.321	-57.112	-27.867			2.448	112.849	169.199	-195.029	-25.830	37.928	-63.756	-25.828													2.455	115.697	163.866	-191.259	-27.393	51.101	-78.403	-27.302
																																																		2.492	115.301	172.079	-199.899	-27.820	29.353	-57.177	-27.900			2.448	112.885	169.374	-195.334	-25.959	37.649	-63.585	-25.936													2.457	115.567	164.089	-191.518	-27.429	51.179	-78.512	-27.333
																																																		2.492	115.311	172.136	-200.010	-27.874	29.234	-57.090	-27.932			2.449	112.957	168.899	-194.955	-26.056	37.787	-63.836	-26.048													2.458	115.477	164.276	-191.750	-27.474	51.265	-78.628	-27.363
																																																		2.493	115.270	172.510	-200.453	-27.943	29.278	-57.165	-27.962			2.449	112.964	169.258	-195.409	-26.151	37.548	-63.708	-26.160													2.459	115.446	164.339	-191.861	-27.521	51.115	-78.554	-27.440
																																																		2.494	115.322	172.403	-200.365	-27.962	29.091	-57.035	-28.021			2.451	113.019	169.289	-195.528	-26.239	37.233	-63.475	-26.242													2.460	115.458	164.373	-191.959	-27.586	50.963	-78.435	-27.471
																																																		2.496	115.314	172.517	-200.560	-28.043	29.127	-57.116	-28.064			2.453	113.031	169.506	-195.859	-26.353	37.052	-63.445	-26.393													2.461	115.421	164.383	-192.005	-27.621	50.833	-78.390	-27.557
																																																		2.496	115.261	172.565	-200.620	-28.055	29.131	-57.199	-28.144			2.453	113.203	169.291	-195.700	-26.409	37.057	-63.461	-26.405													2.462	115.416	164.493	-192.105	-27.611	50.775	-78.403	-27.628
																																																		2.500	115.436	172.604	-200.721	-28.117	28.810	-56.922	-28.188			2.455	113.180	169.425	-195.855	-26.430	36.606	-63.023	-26.417													2.463	115.297	164.464	-192.141	-27.677	50.818	-78.458	-27.641
																																																		2.501	115.449	172.495	-200.656	-28.161	28.884	-57.001	-28.193			2.455	113.238	169.427	-195.901	-26.475	36.655	-63.131	-26.475													2.464	115.237	164.563	-192.248	-27.685	50.801	-78.481	-27.681
																																																		2.502	115.432	172.691	-200.917	-28.226	28.764	-56.908	-28.220			2.455	113.199	169.868	-196.381	-26.512	36.613	-63.110	-26.497													2.465	115.270	164.695	-192.365	-27.670	50.764	-78.473	-27.709
																																																		2.503	115.422	172.735	-201.006	-28.271	28.750	-56.961	-28.287			2.457	113.192	169.991	-196.613	-26.623	36.492	-63.109	-26.616													2.466	115.210	164.754	-192.503	-27.749	50.747	-78.494	-27.747
																																																		2.505	115.419	172.793	-201.096	-28.303	28.698	-56.935	-28.314			2.458	113.144	170.203	-196.917	-26.715	36.497	-63.219	-26.722													2.467	115.201	164.733	-192.565	-27.832	50.651	-78.452	-27.800
																																																		2.506	115.396	172.898	-201.253	-28.355	28.736	-57.070	-28.411			2.460	113.165	170.267	-197.026	-26.760	36.395	-63.178	-26.783													2.468	115.162	164.796	-192.663	-27.867	50.570	-78.390	-27.820
																																																		2.507	115.395	172.974	-201.363	-28.389	28.645	-56.984	-28.415			2.460	113.183	170.222	-197.040	-26.818	36.293	-63.121	-26.828													2.469	115.110	164.764	-192.741	-27.977	50.510	-78.380	-27.871
																																																		2.509	115.450	172.993	-201.362	-28.369	28.562	-56.894	-28.408			2.463	113.090	170.470	-197.331	-26.861	36.403	-63.297	-26.893													2.469	115.110	164.620	-192.615	-27.995	50.394	-78.260	-27.867
																																																		2.510	115.468	173.045	-201.445	-28.400	28.477	-56.829	-28.428			2.464	113.100	170.791	-197.721	-26.930	36.477	-63.414	-26.937													2.469	115.094	164.780	-192.775	-27.996	50.396	-78.284	-27.887
																																																		2.511	115.431	173.238	-201.675	-28.437	28.484	-56.869	-28.461			2.466	113.118	170.861	-197.881	-27.020	36.353	-63.387	-27.034													2.470	114.936	164.947	-193.003	-28.056	50.651	-78.564	-27.913
																																																		2.512	115.502	173.114	-201.585	-28.471	28.257	-56.572	-28.391			2.467	113.127	170.903	-198.008	-27.105	36.253	-63.375	-27.122													2.470	114.930	164.812	-192.868	-28.056	50.389	-78.336	-27.948
																																																		2.513	115.489	173.242	-201.714	-28.472	28.317	-56.680	-28.439			2.468	113.221	171.031	-198.170	-27.138	35.906	-63.089	-27.183													2.471	114.788	164.960	-193.047	-28.087	50.625	-78.612	-27.986
																																																		2.514	115.527	173.313	-201.800	-28.486	28.117	-56.577	-28.536			2.469	113.145	171.113	-198.328	-27.215	35.902	-63.137	-27.235													2.472	114.736	164.957	-193.075	-28.118	50.548	-78.572	-28.024
																																																		2.514	115.319	173.674	-202.142	-28.467	28.141	-56.605	-28.540			2.471	113.169	171.191	-198.435	-27.244	35.661	-62.953	-27.291													2.473	114.687	164.968	-193.134	-28.165	50.482	-78.556	-28.074
																																																		2.515	115.454	173.309	-201.885	-28.575	28.132	-56.566	-28.511			2.472	113.139	171.361	-198.672	-27.311	35.474	-62.824	-27.350													2.473	114.696	164.471	-192.675	-28.204	50.576	-78.664	-28.088
																																																		2.516	115.494	173.317	-201.887	-28.570	28.149	-56.597	-28.524			2.473	113.210	171.526	-198.872	-27.346	35.344	-62.743	-27.399													2.474	114.499	164.830	-193.026	-28.196	50.617	-78.735	-28.119
																																																		2.518	115.466	173.453	-202.022	-28.569	28.327	-56.833	-28.582			2.474	113.205	171.801	-199.194	-27.393	35.406	-62.837	-27.432													2.475	114.473	164.987	-193.203	-28.216	50.438	-78.562	-28.124
																																																		2.519	115.486	173.407	-202.025	-28.618	28.076	-56.691	-28.691			2.474	113.412	171.300	-198.697	-27.396	35.129	-62.583	-27.453													2.476	114.405	165.184	-193.388	-28.205	50.553	-78.743	-28.190
																																																		2.520	115.458	173.496	-202.129	-28.633	28.195	-56.837	-28.719			2.475	113.385	171.693	-199.144	-27.451	35.229	-62.698	-27.469													2.477	114.395	165.203	-193.400	-28.197	50.384	-78.593	-28.209
																																																		2.521	115.459	173.602	-202.262	-28.660	27.915	-56.603	-28.764			2.477	113.403	171.483	-198.949	-27.466	35.066	-62.576	-27.510													2.478	114.380	165.084	-193.323	-28.239	50.371	-78.602	-28.231
																																																		2.522	115.451	173.628	-202.280	-28.652	28.002	-56.704	-28.778			2.479	113.404	171.349	-198.883	-27.534	34.905	-62.457	-27.552													2.480	114.359	165.331	-193.593	-28.262	50.216	-78.462	-28.246
																																																		2.522	115.449	173.633	-202.311	-28.678	28.118	-56.794	-28.752			2.478	113.281	171.684	-199.287	-27.603	34.940	-62.552	-27.612													2.482	114.277	165.500	-193.803	-28.303	50.248	-78.514	-28.265
																																																		2.523	115.460	173.634	-202.323	-28.689	28.153	-56.821	-28.745			2.479	113.219	171.656	-199.307	-27.652	35.015	-62.662	-27.646													2.481	114.280	165.338	-193.640	-28.302	50.269	-78.625	-28.356
																																																		2.524	115.473	173.657	-202.363	-28.705	28.169	-56.851	-28.758			2.479	113.345	171.424	-199.054	-27.630	34.681	-62.317	-27.636													2.483	114.251	165.367	-193.699	-28.332	50.205	-78.587	-28.382
																																																		2.524	115.468	173.604	-202.340	-28.736	28.173	-56.893	-28.796			2.481	113.449	171.609	-199.272	-27.664	34.553	-62.221	-27.668													2.485	114.266	165.335	-193.676	-28.341	50.398	-78.805	-28.407
																																																		2.524	115.406	173.874	-202.607	-28.733	27.995	-56.739	-28.819			2.481	113.383	171.470	-199.152	-27.681	34.497	-62.184	-27.687													2.485	114.253	165.408	-193.766	-28.358	50.361	-78.764	-28.402
																																																		2.525	115.432	173.827	-202.572	-28.746	28.137	-56.825	-28.764			2.482	113.364	171.793	-199.556	-27.763	34.644	-62.412	-27.768													2.486	114.183	165.611	-193.974	-28.363	50.039	-78.452	-28.414
																																																		2.526	115.423	173.866	-202.616	-28.750	28.222	-56.899	-28.753			2.484	113.375	171.900	-199.731	-27.831	34.699	-62.519	-27.820													2.484	114.185	165.662	-194.017	-28.355	49.980	-78.385	-28.405
																																																		2.527	115.383	173.939	-202.700	-28.762	28.242	-56.983	-28.817			2.485	113.455	171.865	-199.806	-27.941	34.642	-62.508	-27.866													2.485	114.121	165.708	-194.075	-28.367	50.171	-78.596	-28.425
																																																		2.528	115.350	173.983	-202.775	-28.792	28.322	-57.076	-28.829			2.486	113.422	171.928	-199.916	-27.988	34.606	-62.573	-27.966													2.486	114.088	165.572	-193.975	-28.402	50.085	-78.554	-28.469
																																																		2.528	115.326	174.014	-202.865	-28.851	28.349	-57.101	-28.828			2.487	113.384	172.183	-200.233	-28.051	34.677	-62.708	-28.031													2.487	114.046	165.516	-193.931	-28.415	50.056	-78.571	-28.516
																																																		2.529	115.307	174.057	-202.920	-28.863	28.351	-57.141	-28.866			2.489	113.515	171.848	-199.952	-28.104	34.482	-62.558	-28.075													2.488	114.031	165.554	-194.019	-28.465	50.059	-78.600	-28.542
																																																		2.529	115.300	174.018	-202.936	-28.918	28.344	-57.160	-28.892			2.489	113.394	172.050	-200.182	-28.132	34.689	-62.778	-28.089													2.489	113.983	165.575	-194.025	-28.451	50.143	-78.692	-28.549
																																																		2.530	115.291	174.006	-202.941	-28.935	28.369	-57.207	-28.914			2.491	113.390	172.139	-200.319	-28.180	34.577	-62.690	-28.113													2.491	113.919	165.493	-194.006	-28.513	50.117	-78.696	-28.579
																																																		2.530	115.281	174.026	-203.005	-28.979	28.420	-57.268	-28.924			2.491	113.413	172.273	-200.460	-28.187	34.437	-62.618	-28.180													2.492	113.862	165.565	-194.093	-28.527	50.167	-78.786	-28.619
																																																		2.531	115.305	173.985	-202.967	-28.982	28.412	-57.279	-28.943			2.493	113.526	172.242	-200.460	-28.217	34.617	-62.801	-28.184													2.493	113.805	165.565	-194.217	-28.652	50.207	-78.854	-28.648
																																																		2.531	115.265	174.287	-203.302	-29.015	28.448	-57.356	-28.984			2.493	113.393	172.354	-200.650	-28.296	34.675	-62.942	-28.267													2.494	113.763	165.572	-194.236	-28.664	50.143	-78.811	-28.667
																																																		2.532	115.311	174.055	-203.077	-29.022	28.392	-57.314	-28.999			2.493	113.366	172.519	-200.854	-28.335	34.528	-62.843	-28.315													2.493	113.734	165.374	-194.073	-28.699	50.024	-78.730	-28.706
																																																		2.532	115.295	174.063	-203.115	-29.052	28.442	-57.387	-29.021			2.494	113.393	172.557	-200.960	-28.403	34.490	-62.857	-28.367													2.494	113.719	165.356	-194.035	-28.679	49.823	-78.504	-28.682
																																																		2.532	115.263	174.082	-203.131	-29.049	28.535	-57.480	-29.021			2.495	113.430	172.561	-201.042	-28.480	34.445	-62.890	-28.444													2.494	113.654	165.457	-194.187	-28.730	50.115	-78.846	-28.731
																																																		2.532	115.356	174.170	-203.204	-29.034	28.403	-57.345	-29.019			2.495	113.388	172.582	-201.092	-28.511	34.369	-62.849	-28.480													2.495	113.633	165.545	-194.308	-28.763	50.118	-78.880	-28.762
																																																		2.533	115.400	173.957	-203.013	-29.056	28.620	-57.559	-29.015			2.496	113.428	172.635	-201.174	-28.539	34.290	-62.843	-28.553													2.496	113.608	165.612	-194.363	-28.752	50.218	-78.999	-28.781
																																																		2.533	115.239	174.154	-203.219	-29.065	28.476	-57.446	-29.046			2.497	113.457	172.696	-201.278	-28.582	34.229	-62.847	-28.618													2.497	113.574	165.644	-194.415	-28.772	50.229	-79.038	-28.809
																																																		2.533	115.232	174.228	-203.326	-29.098	28.527	-57.505	-29.054			2.498	113.477	172.808	-201.435	-28.627	34.253	-62.896	-28.642													2.497	113.589	165.594	-194.391	-28.797	50.241	-79.072	-28.831
																																																		2.533	115.221	174.222	-203.327	-29.105	28.577	-57.565	-29.064			2.499	113.518	172.768	-201.454	-28.686	34.143	-62.841	-28.698													2.499	113.648	165.300	-194.105	-28.805	50.118	-78.956	-28.838
																																																		2.533	115.225	174.146	-203.276	-29.130	28.581	-57.586	-29.081			2.500	113.536	172.780	-201.522	-28.742	34.076	-62.828	-28.752													2.499	113.548	165.507	-194.321	-28.814	50.224	-79.056	-28.833
																																																		2.533	115.213	174.110	-203.271	-29.161	28.539	-57.572	-29.109			2.501	113.556	172.853	-201.645	-28.792	34.017	-62.830	-28.813													2.500	113.496	165.669	-194.505	-28.837	50.299	-79.138	-28.840
																																																		2.534	115.187	174.160	-203.298	-29.138	28.540	-57.561	-29.097			2.501	113.556	172.968	-201.801	-28.833	34.042	-62.894	-28.852													2.500	113.461	165.675	-194.535	-28.860	50.249	-79.118	-28.869
																																																		2.534	115.157	174.158	-203.343	-29.185	28.583	-57.592	-29.086			2.501	113.598	172.922	-201.777	-28.855	34.060	-62.926	-28.866													2.500	113.422	165.825	-194.691	-28.867	50.344	-79.187	-28.843
																																																		2.534	115.126	174.428	-203.631	-29.202	28.676	-57.681	-29.081			2.502	113.615	172.920	-201.811	-28.890	34.095	-63.000	-28.905													2.500	113.399	165.897	-194.778	-28.881	50.444	-79.270	-28.826
