CO_{2}	CO_{2}	CO_{2} - BH3	CO_{2} - BH3	CO_{2} - BH3						BH_{3}	BH_{3}	BH_{3} - BH3	BH_{3} - BH3	BH_{3} - BH3	BH_{3} - Add-CO2	BH_{3} - Add-CO2	BH_{3} - Add-CO2			AlH_{3}	AlH_{3}	AlH_{3} - BH3	AlH_{3} - BH3	AlH_{3} - BH3	AlH_{3} - Add-CO2	AlH_{3} - Add-CO2	AlH_{3} - Add-CO2			NMe_{3}	NMe_{3}	NMe_{3} - BH3	NMe_{3} - BH3	NMe_{3} - BH3	NMe_{3} - Add-CO2	NMe_{3} - Add-CO2	NMe_{3} - Add-CO2			PMe_{3}	PMe_{3}	PMe_{3} - BH3	PMe_{3} - BH3	PMe_{3} - BH3	PMe_{3} - Add-CO2	PMe_{3} - Add-CO2	PMe_{3} - Add-CO2			NCB	NCB	NCB - BH3	NCB - BH3	NCB - BH3	NCB - Add-CO2	NCB - Add-CO2	NCB - Add-CO2			NCAl	NCAl	NCAl - BH3	NCAl - BH3	NCAl - BH3	NCAl - Add-CO2	NCAl - Add-CO2	NCAl - Add-CO2			PCB	PCB	PCB - BH3	PCB - BH3	PCB - BH3	PCB - Add-CO2	PCB - Add-CO2	PCB - Add-CO2			PCAl	PCAl	PCAl - BH3	PCAl - BH3	PCAl - BH3	PCAl - Add-CO2	PCAl - Add-CO2	PCAl - Add-CO2
BH distance	OCO angle	Strain	Interaction	Total Energy						BH distance	OCO angle	Strain	Interaction	Total Energy	Strain	Interaction	Total Energy			BH distance	OCO angle	Strain	Interaction	Total Energy	Strain	Interaction	Total Energy			BH distance	OCO angle	Strain	Interaction	Total Energy	Strain	Interaction	Total Energy			BH distance	OCO angle	Strain	Interaction	Total Energy	Strain	Interaction	Total Energy			BH distance	OCO angle	Strain	Interaction	Total Energy	Strain	Interaction	Total Energy			BH distance	OCO angle	Strain	Interaction	Total Energy	Strain	Interaction	Total Energy			BH distance	OCO angle	Strain	Interaction	Total Energy	Strain	Interaction	Total Energy			BH distance	OCO angle	Strain	Interaction	Total Energy	Strain	Interaction	Total Energy
																																																		1.211	135.155	4.909	-13.542	-8.633	62.589	-71.210	-8.697			1.209	134.553	6.008	-15.139	-9.131	63.435	-72.640	-9.205			2.228	117.229	145.650	-157.354	-11.704	61.020	-72.790	-11.769			1.207	130.123	4.909	-12.963	-8.054	79.196	-87.107	-7.912
																																																		1.211	135.156	4.948	-13.551	-8.603	62.688	-71.225	-8.613			1.209	134.588	5.982	-15.090	-9.107	63.398	-72.565	-9.167			2.230	117.227	145.878	-157.763	-11.885	61.026	-72.978	-11.952			1.208	130.088	4.898	-12.937	-8.039	79.110	-87.013	-7.903
																																																		1.211	135.160	4.981	-13.546	-8.565	62.647	-71.151	-8.580			1.210	134.610	5.968	-15.041	-9.073	63.418	-72.562	-9.144			2.230	117.316	146.188	-158.038	-11.850	60.978	-72.910	-11.932			1.208	130.144	4.889	-12.908	-8.019	79.230	-87.111	-7.881
																																																		1.211	135.184	5.014	-13.527	-8.513	62.596	-71.052	-8.531			1.209	134.602	5.994	-15.043	-9.048	63.540	-72.642	-9.102			2.231	117.334	146.146	-158.129	-11.983	60.858	-72.910	-12.052			1.208	130.154	4.883	-12.879	-7.997	79.134	-87.031	-7.897
																																																		1.212	135.144	5.108	-13.552	-8.444	62.758	-71.185	-8.503			1.210	134.538	5.936	-14.979	-9.043	63.470	-72.569	-9.099			2.232	117.156	146.428	-158.507	-12.079	60.884	-73.081	-12.198			1.207	130.193	4.860	-12.847	-7.987	79.085	-86.960	-7.875
																																																		1.211	135.142	5.149	-13.556	-8.407	62.834	-71.175	-8.417			1.210	134.557	5.932	-14.947	-9.015	63.480	-72.550	-9.070			2.234	117.225	146.177	-158.311	-12.134	61.028	-73.265	-12.237			1.208	130.270	4.849	-12.806	-7.957	79.070	-86.886	-7.816
																																																		1.212	135.144	5.219	-13.578	-8.359	62.860	-71.180	-8.397			1.210	134.577	5.912	-14.906	-8.994	63.431	-72.501	-9.070			2.235	117.239	146.502	-158.691	-12.189	61.400	-73.709	-12.309			1.207	130.135	4.872	-12.828	-7.956	79.179	-87.045	-7.866
																																																		1.212	135.139	5.300	-13.613	-8.313	62.900	-71.185	-8.360			1.210	134.606	5.902	-14.870	-8.968	63.380	-72.400	-9.020			2.237	117.198	146.736	-159.017	-12.282	61.153	-73.547	-12.394			1.208	130.194	4.858	-12.782	-7.924	79.165	-86.972	-7.807
																																																		1.212	135.124	5.364	-13.635	-8.271	62.978	-71.247	-8.345			1.210	134.646	5.926	-14.858	-8.933	63.263	-72.255	-8.993			2.239	117.140	147.019	-159.403	-12.385	60.934	-73.409	-12.475			1.208	130.208	4.851	-12.755	-7.904	79.177	-86.959	-7.782
																																																		1.212	135.102	5.421	-13.654	-8.233	63.041	-71.273	-8.308			1.210	134.596	5.914	-14.821	-8.907	63.452	-72.404	-8.952			2.241	117.058	147.020	-159.508	-12.488	60.833	-73.375	-12.541			1.208	130.218	4.854	-12.726	-7.872	79.192	-86.960	-7.767
																																																		1.212	135.086	5.492	-13.658	-8.166	63.061	-71.262	-8.277			1.210	134.609	5.915	-14.799	-8.884	63.318	-72.364	-9.045			2.242	117.035	146.749	-159.313	-12.564	60.469	-73.097	-12.628			1.208	130.221	4.849	-12.711	-7.862	79.211	-86.961	-7.750
																																																		1.212	135.080	5.536	-13.662	-8.125	63.063	-71.225	-8.238			1.210	134.612	5.906	-14.777	-8.871	63.320	-72.336	-9.016			2.245	117.156	147.100	-159.794	-12.694	60.447	-73.181	-12.735			1.208	130.196	4.837	-12.658	-7.821	79.387	-87.116	-7.729
																																																		1.212	135.071	5.589	-13.660	-8.071	63.135	-71.223	-8.164			1.210	134.632	5.886	-14.731	-8.845	63.274	-72.269	-8.994			2.247	117.126	147.310	-160.101	-12.791	60.157	-72.978	-12.821			1.208	130.249	4.831	-12.651	-7.820	78.955	-86.681	-7.725
																																																		1.213	135.044	5.786	-13.818	-8.033	63.272	-71.359	-8.163			1.210	134.659	5.840	-14.674	-8.834	63.230	-72.207	-8.977			2.247	117.116	147.463	-160.306	-12.843	60.339	-73.202	-12.863			1.208	130.234	4.834	-12.615	-7.781	79.045	-86.760	-7.715
																																																		1.213	135.001	5.828	-13.810	-7.981	63.344	-71.353	-8.084			1.210	134.667	5.810	-14.617	-8.806	63.221	-72.166	-8.944			2.246	117.143	147.395	-160.274	-12.879	60.221	-73.113	-12.892			1.208	130.243	4.833	-12.577	-7.745	78.990	-86.686	-7.696
																																																		1.213	134.976	5.929	-13.870	-7.941	63.365	-71.366	-8.077			1.210	134.645	5.870	-14.673	-8.803	63.213	-72.126	-8.913													1.208	130.247	4.829	-12.548	-7.719	79.024	-86.671	-7.646
																																																		1.213	134.954	6.044	-13.931	-7.886	63.425	-71.368	-8.019			1.210	134.663	5.842	-14.629	-8.788	63.190	-72.073	-8.883													1.208	130.245	4.812	-12.511	-7.698	79.001	-86.622	-7.622
																																																		1.213	134.933	6.145	-13.982	-7.836	63.508	-71.385	-7.953			1.210	134.672	5.835	-14.605	-8.769	63.171	-72.033	-8.862													1.208	130.239	4.780	-12.466	-7.685	78.967	-86.582	-7.615
																																																		1.214	134.911	6.251	-14.030	-7.780	63.566	-71.421	-7.931			1.210	134.675	5.859	-14.599	-8.740	63.164	-72.018	-8.853													1.208	130.264	4.766	-12.444	-7.678	78.917	-86.500	-7.584
																																																		1.214	134.888	6.332	-14.070	-7.738	63.671	-71.460	-7.865			1.210	134.672	5.867	-14.580	-8.713	63.197	-72.020	-8.822													1.208	130.316	4.776	-12.440	-7.664	78.859	-86.450	-7.591
																																																		1.214	134.867	6.410	-14.108	-7.699	63.805	-71.514	-7.785			1.211	134.665	5.880	-14.570	-8.690	63.186	-72.029	-8.843													1.208	130.289	4.781	-12.420	-7.639	78.936	-86.503	-7.567
																																																		1.214	134.857	6.489	-14.150	-7.661	63.832	-71.506	-7.750			1.210	134.719	5.871	-14.533	-8.662	63.080	-71.898	-8.818													1.208	130.310	4.781	-12.407	-7.626	78.937	-86.491	-7.553
																																																		1.214	134.854	6.563	-14.185	-7.622	63.818	-71.461	-7.719			1.211	134.608	5.949	-14.617	-8.667	63.370	-72.137	-8.767													1.209	130.234	4.829	-12.444	-7.615	79.065	-86.602	-7.537
																																																		1.214	134.842	6.635	-14.218	-7.583	63.855	-71.488	-7.709			1.210	134.617	5.905	-14.545	-8.640	63.340	-72.089	-8.749													1.208	130.244	4.794	-12.405	-7.611	79.048	-86.569	-7.522
																																																		1.214	134.820	6.723	-14.265	-7.542	63.908	-71.518	-7.687			1.211	134.616	5.919	-14.532	-8.613	63.355	-72.055	-8.700													1.209	130.255	4.795	-12.385	-7.590	78.911	-86.445	-7.534
																																																		1.214	134.802	6.799	-14.312	-7.513	63.998	-71.558	-7.636			1.211	134.616	5.941	-14.529	-8.588	63.353	-72.022	-8.669													1.208	130.234	4.810	-12.389	-7.578	79.057	-86.576	-7.519
																																																		1.215	134.785	6.939	-14.406	-7.467	64.075	-71.587	-7.588			1.211	134.629	5.957	-14.519	-8.562	63.255	-71.975	-8.720													1.209	130.232	4.825	-12.368	-7.543	79.133	-86.579	-7.446
																																																		1.215	134.783	6.963	-14.386	-7.423	64.067	-71.536	-7.545			1.211	134.635	5.969	-14.507	-8.538	63.250	-71.953	-8.702													1.208	130.243	4.845	-12.362	-7.517	79.147	-86.573	-7.426
																																																		1.215	134.778	7.061	-14.437	-7.376	64.093	-71.542	-7.526			1.211	134.623	5.943	-14.460	-8.517	63.324	-71.993	-8.669													1.209	130.265	4.850	-12.346	-7.496	79.122	-86.520	-7.398
																																																		1.215	134.777	7.131	-14.463	-7.332	64.140	-71.546	-7.483			1.210	134.672	5.995	-14.471	-8.477	63.262	-71.924	-8.662													1.208	130.257	4.884	-12.360	-7.476	79.092	-86.473	-7.381
																																																		1.215	134.782	7.181	-14.466	-7.286	64.185	-71.551	-7.442			1.211	134.643	6.039	-14.505	-8.467	63.320	-71.951	-8.632													1.208	130.280	4.958	-12.427	-7.469	78.872	-86.248	-7.377
																																																		1.216	134.723	7.353	-14.597	-7.245	64.272	-71.610	-7.414			1.211	134.654	6.054	-14.494	-8.440	63.327	-71.929	-8.602													1.209	130.307	4.935	-12.384	-7.449	78.981	-86.383	-7.402
																																																		1.216	134.724	7.488	-14.673	-7.184	64.291	-71.576	-7.360			1.211	134.671	6.066	-14.451	-8.386	63.368	-71.925	-8.557													1.209	130.314	4.943	-12.370	-7.426	78.967	-86.361	-7.394
																																																		1.216	134.705	7.607	-14.737	-7.130	64.383	-71.583	-7.276			1.211	134.596	6.110	-14.506	-8.396	63.557	-72.088	-8.531													1.209	130.327	4.954	-12.367	-7.413	78.879	-86.249	-7.371
																																																		1.216	134.685	7.723	-14.801	-7.077	64.423	-71.596	-7.249			1.211	134.626	6.132	-14.497	-8.365	63.415	-71.905	-8.490													1.209	130.339	4.982	-12.370	-7.388	78.844	-86.192	-7.348
																																																		1.217	134.658	7.841	-14.880	-7.039	64.456	-71.624	-7.244			1.212	134.631	6.156	-14.492	-8.336	63.421	-71.884	-8.463													1.209	130.354	4.988	-12.350	-7.362	78.954	-86.272	-7.318
																																																		1.217	134.632	7.954	-14.957	-7.002	64.460	-71.588	-7.205			1.212	134.652	6.190	-14.505	-8.314	63.404	-71.839	-8.435													1.209	130.360	5.078	-12.425	-7.347	78.909	-86.206	-7.296
																																																		1.215	134.636	8.056	-15.017	-6.961	64.469	-71.535	-7.141			1.212	134.706	6.270	-14.559	-8.289	63.239	-71.654	-8.416													1.209	130.333	5.089	-12.411	-7.322	78.967	-86.247	-7.280
																																																		1.217	134.519	8.043	-14.968	-6.924	64.773	-71.832	-7.135			1.212	134.663	6.187	-14.467	-8.280	63.472	-71.868	-8.396													1.209	130.310	5.096	-12.386	-7.290	79.029	-86.285	-7.256
																																																		1.217	134.494	8.172	-15.037	-6.866	64.821	-71.821	-7.076			1.212	134.595	6.330	-14.553	-8.223	63.549	-71.908	-8.359													1.209	130.303	5.136	-12.398	-7.262	79.052	-86.303	-7.252
																																																		1.217	134.465	8.280	-15.095	-6.815	64.893	-71.853	-7.035			1.212	134.619	6.318	-14.523	-8.205	63.524	-71.853	-8.329													1.209	130.311	5.178	-12.406	-7.228	78.965	-86.209	-7.244
																																																		1.218	134.442	8.424	-15.171	-6.747	64.947	-71.869	-6.998			1.212	134.612	6.368	-14.537	-8.169	63.576	-71.847	-8.271													1.210	130.259	5.273	-12.458	-7.185	79.269	-86.488	-7.219
																																																		1.218	134.420	8.594	-15.303	-6.709	64.951	-71.810	-6.935			1.212	134.593	6.436	-14.576	-8.140	63.644	-71.895	-8.251													1.209	130.245	5.333	-12.488	-7.155	79.334	-86.523	-7.189
																																																		1.218	134.464	8.611	-15.285	-6.674	65.087	-71.913	-6.902			1.212	134.577	6.513	-14.612	-8.099	63.665	-71.882	-8.216													1.210	130.265	5.384	-12.524	-7.140	79.171	-86.353	-7.182
																																																		1.218	134.458	8.698	-15.327	-6.629	65.088	-71.871	-6.859			1.212	134.563	6.553	-14.622	-8.069	63.640	-71.864	-8.224													1.210	130.258	5.435	-12.547	-7.112	79.185	-86.338	-7.154
																																																		1.218	134.315	8.838	-15.416	-6.577	65.282	-72.022	-6.815			1.212	134.548	6.597	-14.639	-8.041	63.679	-71.848	-8.170													1.210	130.237	5.488	-12.573	-7.085	79.250	-86.386	-7.136
																																																		1.219	134.328	8.959	-15.482	-6.523	65.235	-71.924	-6.765			1.213	134.537	6.630	-14.636	-8.006	63.715	-71.856	-8.140													1.210	130.198	5.539	-12.600	-7.061	79.403	-86.499	-7.096
																																																		1.219	134.324	9.058	-15.521	-6.463	65.261	-71.889	-6.704			1.213	134.531	6.630	-14.624	-7.995	63.770	-71.858	-8.089													1.210	130.140	5.560	-12.600	-7.041	79.685	-86.747	-7.062
																																																		1.219	134.320	9.134	-15.533	-6.399	65.298	-71.835	-6.613			1.213	134.534	6.766	-14.721	-7.955	63.750	-71.827	-8.077													1.210	130.253	5.579	-12.607	-7.027	79.297	-86.361	-7.064
																																																		1.218	134.288	9.169	-15.512	-6.342	65.315	-71.823	-6.584			1.213	134.491	6.831	-14.754	-7.923	63.894	-71.897	-8.002													1.210	130.197	5.647	-12.638	-6.991	79.446	-86.481	-7.035
																																																		1.220	134.208	9.374	-15.677	-6.303	65.516	-71.979	-6.540			1.213	134.450	6.914	-14.813	-7.899	63.965	-71.946	-7.981													1.210	130.183	5.722	-12.671	-6.949	79.521	-86.495	-6.975
																																																		1.220	134.281	9.560	-15.818	-6.257	65.511	-71.924	-6.489			1.214	134.415	7.047	-14.915	-7.867	64.022	-71.981	-7.959													1.211	130.224	5.824	-12.732	-6.908	79.487	-86.425	-6.937
																																																		1.221	134.208	9.707	-15.898	-6.191	65.527	-71.906	-6.455			1.213	134.492	6.914	-14.767	-7.854	64.015	-71.959	-7.945													1.211	130.171	5.918	-12.781	-6.863	79.599	-86.487	-6.888
																																																		1.220	134.118	9.821	-15.956	-6.135	65.763	-72.064	-6.377			1.213	134.473	6.995	-14.813	-7.818	64.045	-71.960	-7.915													1.211	130.135	6.051	-12.851	-6.800	79.715	-86.546	-6.831
																																																		1.221	134.097	9.951	-16.026	-6.075	65.825	-72.068	-6.319			1.213	134.468	7.050	-14.836	-7.786	64.085	-71.968	-7.883													1.211	130.066	6.246	-12.969	-6.722	79.849	-86.651	-6.802
																																																		1.221	134.008	10.072	-16.106	-6.034	65.989	-72.157	-6.244			1.214	134.465	7.084	-14.836	-7.752	64.153	-72.000	-7.846													1.212	130.046	6.388	-13.015	-6.628	80.059	-86.717	-6.658
																																																		1.222	133.929	10.243	-16.244	-6.001	66.052	-72.154	-6.178			1.214	134.378	7.203	-14.931	-7.728	64.244	-72.065	-7.821													1.212	129.945	6.515	-13.079	-6.564	80.286	-86.844	-6.558
																																																		1.221	133.825	10.409	-16.364	-5.955	66.273	-72.300	-6.104			1.214	134.365	7.271	-14.970	-7.698	64.271	-72.073	-7.802													1.212	129.900	6.781	-13.234	-6.453	80.516	-86.961	-6.445
																																																		1.222	134.167	10.362	-16.261	-5.899	65.877	-71.882	-6.082			1.214	134.359	7.341	-15.006	-7.665	64.313	-72.057	-7.744													1.213	129.838	7.069	-13.392	-6.323	80.722	-87.082	-6.360
																																																		1.222	134.112	10.584	-16.363	-5.779	65.946	-71.896	-6.027			1.214	134.357	7.434	-15.054	-7.620	64.380	-72.053	-7.673													1.213	129.781	7.342	-13.555	-6.213	80.868	-87.218	-6.350
																																																		1.223	134.083	10.730	-16.434	-5.704	66.049	-71.915	-5.942			1.215	134.322	7.536	-15.123	-7.587	64.473	-72.166	-7.693													1.214	129.731	7.586	-13.712	-6.126	81.037	-87.311	-6.274
																																																		1.223	134.060	10.881	-16.499	-5.619	66.144	-71.923	-5.855			1.215	134.309	7.628	-15.170	-7.543	64.485	-72.180	-7.695													1.214	129.674	7.798	-13.867	-6.068	81.197	-87.347	-6.149
																																																		1.223	134.033	10.989	-16.524	-5.534	66.294	-71.975	-5.757			1.215	134.294	7.715	-15.222	-7.507	64.528	-72.224	-7.696													1.215	129.620	8.055	-14.019	-5.963	81.378	-87.465	-6.087
																																																		1.224	134.014	11.219	-16.712	-5.493	66.266	-71.851	-5.661			1.216	134.272	7.894	-15.356	-7.462	64.561	-72.197	-7.636													1.215	129.581	8.343	-14.195	-5.852	81.512	-87.480	-5.968
																																																		1.224	133.992	11.432	-16.827	-5.394	66.293	-71.851	-5.634			1.215	134.276	7.853	-15.284	-7.431	64.519	-72.179	-7.660													1.216	129.516	8.622	-14.330	-5.708	81.755	-87.632	-5.877
																																																		1.225	133.969	11.622	-16.900	-5.278	66.360	-71.808	-5.524			1.216	134.258	8.028	-15.394	-7.367	64.601	-72.184	-7.583													1.216	129.455	8.865	-14.472	-5.608	81.874	-87.732	-5.858
																																																		1.225	133.945	11.798	-16.988	-5.191	66.466	-71.823	-5.432			1.216	134.218	8.199	-15.498	-7.299	64.770	-72.214	-7.443													1.217	129.390	9.103	-14.651	-5.549	82.085	-87.806	-5.721
																																																		1.226	133.900	12.054	-17.181	-5.127	66.377	-71.688	-5.388			1.216	134.184	8.379	-15.613	-7.234	64.853	-72.257	-7.404													1.217	129.404	9.372	-14.796	-5.424	82.116	-87.647	-5.531
																																																		1.226	133.745	12.155	-17.230	-5.075	66.430	-71.696	-5.342			1.217	134.154	8.561	-15.732	-7.170	64.916	-72.252	-7.336													1.218	129.312	9.848	-15.129	-5.281	82.480	-87.837	-5.358
																																																		1.226	133.760	12.311	-17.329	-5.018	66.462	-71.664	-5.278			1.217	134.144	8.706	-15.788	-7.082	64.979	-72.237	-7.258													1.219	129.242	10.314	-15.462	-5.148	82.768	-87.891	-5.124
																																																		1.227	133.715	12.447	-17.397	-4.951	66.611	-71.735	-5.201			1.218	134.013	9.340	-16.244	-6.904	65.029	-72.201	-7.172													1.220	129.177	10.709	-15.755	-5.046	82.988	-87.933	-4.945
																																																		1.227	133.669	12.579	-17.465	-4.885	66.681	-71.719	-5.114			1.219	133.779	9.428	-16.281	-6.854	65.757	-72.786	-7.029													1.221	129.106	11.153	-16.052	-4.899	83.135	-87.985	-4.850
																																																		1.227	133.751	12.862	-17.656	-4.794	66.647	-71.576	-5.005			1.219	133.946	9.840	-16.558	-6.719	65.453	-72.422	-6.969													1.222	129.016	11.587	-16.333	-4.746	83.371	-88.055	-4.684
																																																		1.228	133.691	13.145	-17.781	-4.636	66.694	-71.552	-4.934			1.221	133.757	10.365	-16.922	-6.558	65.927	-72.637	-6.709													1.224	128.852	12.130	-16.676	-4.546	83.734	-88.265	-4.531
																																																		1.229	133.651	13.343	-17.906	-4.563	66.765	-71.490	-4.801			1.222	133.673	10.842	-17.235	-6.393	66.153	-72.677	-6.524													1.225	128.831	12.912	-17.203	-4.292	83.793	-88.070	-4.277
																																																		1.229	133.602	13.595	-18.057	-4.462	66.820	-71.431	-4.687			1.223	133.601	11.405	-17.597	-6.192	66.444	-72.670	-6.226													1.227	128.680	13.632	-17.668	-4.037	84.132	-88.145	-4.013
																																																		1.230	133.557	13.820	-18.199	-4.380	66.873	-71.392	-4.595			1.225	133.548	11.920	-17.927	-6.007	66.651	-72.642	-5.991													1.229	128.499	14.423	-18.203	-3.780	84.467	-88.198	-3.732
																																																		1.230	133.626	13.910	-18.144	-4.234	66.832	-71.198	-4.442			1.226	133.489	12.456	-18.265	-5.809	66.842	-72.609	-5.767													1.231	128.288	15.427	-18.849	-3.422	84.798	-88.217	-3.418
																																																		1.231	133.558	14.232	-18.374	-4.142	66.842	-71.087	-4.322			1.227	133.443	13.002	-18.604	-5.602	66.957	-72.557	-5.599													1.233	128.009	16.468	-19.554	-3.086	85.132	-88.270	-3.138
																																																		1.232	133.942	14.871	-18.748	-3.877	65.922	-69.910	-4.063			1.228	133.398	13.521	-18.972	-5.450	67.083	-72.550	-5.467													1.236	127.585	17.950	-20.632	-2.683	85.416	-88.182	-2.766
																																																		1.234	133.330	15.565	-19.335	-3.770	67.074	-71.004	-4.006			1.229	133.261	13.907	-19.189	-5.282	67.317	-72.554	-5.236													1.241	127.821	19.308	-21.523	-2.214	85.734	-88.044	-2.310
																																																		1.236	133.224	16.273	-19.777	-3.505	67.350	-70.894	-3.620			1.231	133.156	14.779	-19.732	-4.953	67.763	-72.663	-4.900													1.246	127.381	21.210	-22.920	-1.710	85.964	-87.744	-1.781
																																																		1.238	133.068	17.184	-20.357	-3.173	67.415	-70.720	-3.381			1.233	132.749	15.570	-20.234	-4.664	68.076	-72.710	-4.634													1.251	127.056	23.156	-24.393	-1.237	86.193	-87.485	-1.292
																																																		1.240	132.900	18.084	-20.968	-2.884	67.421	-70.450	-3.104			1.237	132.358	17.089	-21.268	-4.179	68.445	-72.640	-4.194													1.258	126.715	25.225	-25.955	-0.730	86.385	-87.192	-0.807
																																																		1.244	132.658	19.434	-21.952	-2.518	67.400	-70.015	-2.690			1.241	132.090	18.808	-22.368	-3.560	68.702	-72.381	-3.679													1.265	126.358	27.393	-27.696	-0.302	86.438	-86.784	-0.346
																																																		1.246	132.507	20.519	-22.535	-2.016	68.189	-70.338	-2.225			1.246	131.768	20.602	-23.623	-3.021	68.948	-72.154	-3.207													1.273	125.955	29.770	-29.638	0.132	86.463	-86.335	0.128
																																																		1.254	132.029	22.458	-24.074	-1.616	67.956	-69.729	-1.849			1.251	131.470	22.365	-24.905	-2.539	68.852	-71.547	-2.694													1.284	125.558	32.256	-31.775	0.481	86.365	-85.866	0.499
																																																		1.260	131.670	24.538	-25.568	-1.030	68.068	-69.316	-1.324			1.257	131.062	24.277	-26.362	-2.086	69.159	-71.383	-2.224													1.296	125.100	34.940	-34.138	0.802	86.115	-85.270	0.845
																																																		1.268	131.275	26.680	-27.254	-0.574	68.123	-68.852	-0.805			1.264	130.688	26.147	-27.840	-1.693	69.254	-71.094	-1.840													1.314	124.500	38.689	-37.576	1.113	85.740	-84.624	1.117
																																																		1.275	130.879	28.788	-28.986	-0.198	68.117	-68.466	-0.425			1.271	130.308	28.130	-29.465	-1.335	69.303	-70.756	-1.453													1.327	124.162	41.707	-40.546	1.160	85.042	-83.906	1.136
																																																		1.284	130.451	31.038	-30.919	0.119	68.036	-68.022	-0.061			1.279	129.921	30.165	-31.205	-1.040	69.224	-70.308	-1.085													1.327	124.162	41.707	-40.546	1.160	85.042	-83.906	1.136
																																																		1.298	129.875	33.895	-33.569	0.326	67.945	-67.538	0.332			1.294	129.311	33.638	-34.260	-0.622	68.831	-69.473	-0.642													1.361	123.204	47.204	-46.249	0.955	84.105	-83.114	0.992
																																																		1.317	129.129	38.055	-37.417	0.638	67.639	-66.960	0.603			1.305	128.813	36.095	-36.498	-0.404	68.799	-69.165	-0.366													1.387	122.694	51.433	-50.765	0.668	83.225	-82.516	0.709
																																																		1.325	128.581	40.843	-40.193	0.650	68.042	-67.316	0.650			1.326	127.995	40.392	-40.639	-0.246	68.475	-68.590	-0.115													1.410	122.243	55.345	-54.973	0.371	82.613	-82.205	0.408
																																																		1.325	128.581	40.843	-40.193	0.650	68.042	-67.316	0.650			1.334	127.438	43.344	-43.564	-0.220	68.829	-68.913	-0.084													1.431	121.835	59.222	-59.226	-0.004	82.077	-81.977	0.100
																																																		1.366	127.588	47.487	-47.046	0.441	66.398	-65.865	0.456			1.334	127.438	43.344	-43.564	-0.220	68.829	-68.913	-0.084													1.455	121.423	63.468	-63.763	-0.295	81.678	-81.866	-0.188
																																																		1.393	126.977	52.077	-51.957	0.120	65.801	-65.547	0.178			1.378	126.414	50.395	-50.746	-0.351	67.155	-67.455	-0.300													1.479	121.003	67.800	-68.381	-0.581	81.464	-81.954	-0.490
																																																		1.415	126.439	56.431	-56.548	-0.117	65.247	-65.358	-0.187			1.406	125.742	55.366	-55.988	-0.623	66.337	-66.955	-0.618													1.500	120.664	71.684	-72.509	-0.825	81.341	-82.009	-0.668
																																																		1.440	125.919	61.005	-61.381	-0.377	64.764	-65.194	-0.507			1.429	125.170	59.705	-60.555	-0.850	65.993	-66.825	-0.833													1.522	120.286	75.321	-76.367	-1.046	81.341	-82.275	-0.934
																																																		1.465	125.406	65.763	-66.454	-0.692	64.480	-65.181	-0.777			1.447	124.917	63.003	-64.008	-1.005	65.549	-66.569	-1.020													1.539	120.022	78.075	-79.249	-1.174	81.222	-82.320	-1.098
																																																		1.492	124.897	70.543	-71.511	-0.968	64.139	-65.120	-1.057			1.463	124.539	65.972	-67.189	-1.217	65.353	-66.562	-1.208													1.558	119.725	80.999	-82.364	-1.366	81.081	-82.377	-1.296
																																																		1.514	124.496	74.307	-75.495	-1.188	63.890	-65.060	-1.246			1.477	124.205	68.365	-69.742	-1.377	65.284	-66.606	-1.323													1.579	119.436	84.064	-85.633	-1.569	80.845	-82.374	-1.529
																																																		1.536	124.120	77.941	-79.337	-1.396	63.644	-65.033	-1.464			1.488	123.988	70.215	-71.701	-1.486	65.245	-66.687	-1.442													1.600	119.158	86.952	-88.729	-1.777	80.640	-82.403	-1.763
																																																		1.558	123.894	80.557	-82.112	-1.556	63.258	-64.832	-1.650			1.492	123.930	70.900	-72.415	-1.514	65.347	-66.814	-1.466													1.619	118.923	89.417	-91.381	-1.964	80.434	-82.388	-1.953
																																																		1.571	123.296	83.809	-85.535	-1.726	63.506	-65.260	-1.830			1.498	123.828	72.090	-73.677	-1.587	65.165	-66.712	-1.547													1.639	118.672	92.037	-94.221	-2.184	80.163	-82.350	-2.186
																																																		1.581	123.293	84.694	-86.372	-1.678	62.894	-64.713	-1.895			1.503	123.730	73.107	-74.742	-1.635	65.055	-66.670	-1.615													1.661	118.406	94.846	-97.277	-2.431	79.853	-82.298	-2.445
																																																		1.591	123.149	86.143	-88.021	-1.878	62.934	-64.783	-1.924			1.510	123.608	74.114	-75.812	-1.698	64.936	-66.616	-1.680													1.684	118.063	97.652	-100.289	-2.636	79.763	-82.451	-2.688
																																																		1.599	123.104	87.761	-89.680	-1.919	62.614	-64.476	-1.938			1.516	123.499	75.192	-76.948	-1.755	64.870	-66.621	-1.751													1.702	117.898	99.753	-102.617	-2.863	79.426	-82.319	-2.893
																																																		1.603	123.214	88.158	-90.107	-1.949	62.777	-64.689	-1.988			1.523	123.383	76.310	-78.132	-1.822	64.800	-66.615	-1.815													1.717	117.753	101.516	-104.529	-3.013	79.152	-82.211	-3.059
																																																		1.610	123.018	89.158	-91.178	-2.020	62.765	-64.768	-2.079			1.529	123.264	77.374	-79.250	-1.876	64.782	-66.656	-1.874													1.733	117.593	103.277	-106.504	-3.227	78.832	-82.071	-3.239
																																																		1.616	122.933	89.965	-92.058	-2.093	62.722	-64.782	-2.137			1.533	123.140	78.049	-79.942	-1.893	65.052	-66.961	-1.908													1.746	117.502	104.825	-108.194	-3.368	78.725	-82.115	-3.390
